ジャイロセンサ角速度, 走行距離, フロア検知ステータス　
2,86.236755,0
0,86.590187,0
-3,86.943619,0
-4,87.650475,0
-7,87.650475,0
-9,88.003906,0
-9,88.357338,0
-9,89.064194,0
-8,89.064194,0
-7,89.417625,0
-6,90.124481,0
-4,90.477913,0
-3,90.831345,0
-5,91.184776,0
-3,91.891632,0
-3,91.891632,0
-5,92.245064,0
-6,92.951920,0
-8,93.305351,0
-10,93.658783,0
-12,94.365639,0
-14,94.719070,0
-15,95.072502,0
-13,95.779358,0
-11,96.132790,0
-11,96.486221,0
-9,97.193077,0
-9,97.546509,0
-7,97.899940,0
-4,98.606796,0
-3,98.960228,0
-3,99.313660,0
-4,100.020515,0
-4,100.373947,0
-3,100.727379,0
-2,101.434235,0
-4,101.787666,0
-5,102.141098,0
-1,102.494530,0
-1,103.201385,0
-4,103.554817,0
-5,103.908249,0
-6,104.615105,0
-5,104.968536,0
-6,105.675392,0
-7,106.028824,0
-3,106.382256,0
0,107.089111,0
-1,107.442543,0
3,107.795975,0
5,108.502831,0
2,108.856262,0
3,109.209694,0
3,109.916550,0
1,110.269981,0
0,110.623413,0
1,111.330269,0
0,111.683701,0
3,112.037132,0
1,112.743988,0
-1,113.097420,0
2,113.804276,0
2,114.511131,0
2,114.511131,0
3,115.217987,0
2,115.924843,0
2,116.278275,0
5,116.985130,0
2,117.338562,0
4,118.045418,0
4,118.752274,0
4,118.752274,0
2,119.459129,0
1,120.165985,0
2,120.519417,0
2,121.226273,0
0,121.579704,0
3,122.286560,0
0,122.993416,0
3,123.346848,0
5,124.053703,0
1,124.407135,0
3,125.467422,0
2,125.820854,0
0,126.527710,0
-1,127.234566,0
-4,127.587997,0
-3,128.648285,0
-3,129.001709,0
-3,130.061996,0
-4,130.415421,0
-1,131.475708,0
-3,131.475708,0
-3,132.889420,0
-3,132.889420,0
0,134.303131,0
0,134.303131,0
-1,135.716843,0
-2,135.716843,0
-8,137.130554,0
-4,137.483978,0
-3,138.544266,0
-6,139.251129,0
-8,139.957993,0
-7,140.664856,0
-7,141.371719,0
-2,142.078583,0
-5,142.785446,0
-9,144.199158,0
-3,144.906021,0
-6,145.612885,0
-6,146.319748,0
-12,147.026611,0
-7,148.440323,0
-8,148.793747,0
-10,149.854034,0
-9,150.914322,0
-6,151.621185,0
-8,152.681473,0
-13,153.388336,0
-8,154.448624,0
-6,155.155487,0
-7,155.862350,0
-12,156.922638,0
-16,157.982925,0
-12,158.689789,0
-14,159.750076,0
-14,160.810364,0
-14,161.517227,0
-16,162.577515,0
-12,163.637802,0
-12,164.344666,0
-15,165.404953,0
-9,166.465240,0
-9,167.172104,0
-10,168.232391,0
-7,169.292679,0
-8,169.999542,0
-10,171.059830,0
-7,172.120117,0
-10,172.826981,0
-8,173.887268,0
-10,175.300980,0
-13,176.007843,0
-11,176.714706,0
-8,178.128418,0
-12,178.835281,0
-12,179.895569,0
-11,180.955856,0
-9,182.016144,0
-7,182.723007,0
-7,183.783295,0
-11,185.197006,0
-7,185.903870,0
-10,186.610733,0
-8,188.024445,0
-9,188.731308,0
-11,189.438171,0
-7,190.851883,0
-6,191.558746,0
-3,192.619034,0
-2,193.679321,0
-1,194.739609,0
-1,195.799896,0
-4,196.506760,0
-10,197.920471,0
-7,198.627335,0
-6,199.334198,0
-12,200.747910,0
-11,201.808197,0
-7,202.868484,0
-9,203.575348,0
-8,204.989059,0
-2,205.695923,0
-3,206.402786,0
-5,207.816498,0
-4,208.876785,0
-2,209.583649,0
-7,210.643936,0
-7,211.704224,0
-10,213.117935,0
-12,213.824799,0
-13,214.885086,0
-12,215.945374,0
-9,216.652237,0
-8,217.712524,0
-7,219.126236,0
-3,220.186523,0
-2,220.893387,0
2,221.953674,0
2,223.013962,0
1,224.074249,0
1,225.134537,0
-3,225.841400,0
-3,226.901688,0
-5,227.961975,0
-11,229.375687,0
-9,230.082550,0
-7,231.142838,0
-12,232.203125,0
-8,233.263412,0
-8,234.323700,0
-6,235.383987,0
-1,236.444275,0
0,237.504562,0
5,238.211426,0
0,239.625137,0
-5,240.332001,0
-2,241.392288,0
-1,242.452576,0
-5,243.512863,0
-5,244.926575,0
-10,245.633438,0
-9,246.693726,0
-5,247.754013,0
-10,248.814301,0
-11,249.874588,0
-8,250.934875,0
-9,251.995163,0
-3,253.055450,0
-6,254.115738,0
4,254.822601,0
4,255.882889,0
2,257.296600,0
6,258.003448,0
3,259.063721,0
2,260.124023,0
-4,261.537750,0
-12,262.244598,0
-13,263.304871,0
-5,264.365173,0
-9,265.778900,0
-11,266.485748,0
-13,267.546021,0
-3,268.606323,0
-2,270.020050,0
2,270.726898,0
-3,271.787170,0
-4,272.847473,0
2,274.261200,0
-1,275.321472,0
-3,276.028320,0
-3,277.088623,0
-5,278.502350,0
-13,279.562622,0
-9,280.269470,0
-10,281.683197,0
-6,282.743469,0
-12,283.803772,0
-10,284.864075,0
-7,285.924377,0
-3,286.984680,0
-2,288.398407,0
-7,289.458679,0
-8,290.165527,0
-2,291.225830,0
-3,292.639557,0
-2,293.699829,0
-9,294.406677,0
-10,295.820404,0
-6,296.880676,0
-9,297.940979,0
-10,299.354706,0
-9,300.061554,0
-18,301.121826,0
-2,302.535553,0
-1,303.595825,0
-7,304.656128,0
-8,305.716431,0
-3,306.776733,0
3,308.190460,0
-1,309.250732,0
-8,309.957581,0
-7,311.371307,0
-9,312.431580,0
-9,313.491882,0
-14,314.905609,0
-10,315.612457,0
-9,316.672729,0
-15,318.086456,0
-10,319.146729,0
-5,320.207031,0
-4,321.267334,0
-4,322.327637,0
-6,323.741364,0
0,324.801636,0
-2,325.861938,0
-4,326.922241,0
-4,327.982544,0
-6,329.042847,0
-8,330.456573,0
-10,331.163422,0
-7,332.577148,0
-8,333.637451,0
-10,334.697754,0
-14,336.111481,0
-13,336.818329,0
-9,337.878601,0
-9,339.292328,0
-11,340.352600,0
-10,341.412903,0
-7,342.473206,0
-4,343.533508,0
-5,344.947235,0
-7,345.654083,0
-7,346.714355,0
-4,347.774658,0
-4,349.188385,0
-2,350.248657,0
-7,351.308960,0
-12,352.015808,0
-4,353.429535,0
-5,354.843262,0
-12,355.550110,0
-14,356.610413,0
-12,357.670715,0
-8,358.731018,0
-7,359.791321,0
-13,360.851624,0
-9,361.911926,0
-6,362.972229,0
-4,364.032532,0
1,365.092834,0
3,366.153137,0
7,367.213440,0
-1,367.920288,0
-1,369.334015,0
2,370.040863,0
0,371.101135,0
-1,372.161438,0
-6,372.868286,0
-7,374.282013,0
-6,375.342285,0
-4,376.402588,0
-9,377.109436,0
3,378.169739,0
3,379.230042,0
-4,379.936890,0
1,380.997192,0
3,382.057495,0
3,383.117798,0
2,384.178101,0
-2,385.238403,0
-3,386.298706,0
-3,387.005554,0
-3,388.065857,0
-9,389.126160,0
-6,390.186462,0
-5,390.893311,0
-2,392.307037,0
-4,393.013885,0
-2,393.720734,0
4,395.134460,0
3,395.841309,0
0,396.548157,0
1,397.961884,0
4,398.668732,0
1,399.375580,0
-3,400.789307,0
-3,401.849609,0
-8,402.556458,0
-3,403.616760,0
-4,404.677063,0
-9,405.383911,0
-4,406.444214,0
-6,407.504517,0
-3,408.211365,0
1,409.625092,0
0,410.331940,0
1,411.392212,0
3,412.452515,0
-2,413.159363,0
-5,414.219666,0
-2,415.279968,0
-6,415.986816,0
-6,417.400543,0
-10,418.107391,0
-17,419.521118,0
-10,420.227966,0
-8,421.288269,0
-16,422.348572,0
-13,423.055420,0
-5,424.115723,0
-10,425.176025,0
-6,425.882874,0
-5,426.943176,0
-1,428.003479,0
3,428.710327,0
0,429.770630,0
-2,430.830933,0
9,431.537781,0
-1,432.598083,0
-4,433.658386,0
3,434.365234,0
-2,435.425537,0
-6,436.485840,0
-5,437.546143,0
-8,438.252991,0
-13,439.666718,0
-8,440.373566,0
-10,441.080414,0
-13,442.494141,0
-7,443.554443,0
-11,444.261292,0
-7,444.968140,0
0,446.381866,0
-3,447.088715,0
-2,447.795563,0
1,449.209290,0
-4,449.916138,0
-5,450.622986,0
-3,452.036713,0
-12,452.743561,0
-11,453.803833,0
-7,454.864136,0
-15,455.570984,0
-11,456.631287,0
-6,457.338135,0
-10,458.044983,0
-8,459.105286,0
-4,459.812134,0
-6,460.872437,0
-1,461.932739,0
0,462.639587,0
-4,463.699890,0
-1,464.406738,0
-1,465.467041,0
-6,466.173889,0
-4,466.880737,0
-3,467.941040,0
-13,469.001343,0
-10,469.708191,0
-4,470.415039,0
-6,471.121887,0
0,472.182190,0
6,473.242493,0
8,473.595917,0
9,474.656189,0
6,475.363037,0
6,476.069885,0
0,476.776733,0
-1,477.837036,0
-5,478.543884,0
-3,479.604187,0
-5,480.311035,0
-6,481.017883,0
-6,481.724731,0
-4,482.431580,0
1,483.138428,0
3,484.198730,0
2,484.905579,0
5,485.612427,0
5,486.672729,0
7,487.379578,0
2,488.086426,0
5,488.793274,0
4,489.500122,0
4,490.206970,0
4,491.267273,0
-1,491.620697,0
2,492.680969,0
-3,493.387817,0
-6,494.094666,0
-4,495.154968,0
1,495.508392,0
1,496.922119,0
-6,496.922119,0
2,498.335846,0
-3,498.689270,0
-1,499.749573,0
-3,500.456421,0
2,501.163269,0
-1,501.870117,0
-8,502.576965,0
-2,503.637268,0
-5,503.990692,0
-3,505.050964,0
-6,505.757812,0
0,506.464661,0
-3,507.171509,0
-2,507.878357,0
1,508.585205,0
-2,509.292053,0
7,509.998901,0
7,510.705750,0
1,511.412598,0
4,512.119446,0
3,513.179749,0
0,513.533203,0
-7,514.593506,0
-3,514.946960,0
-2,516.007263,0
-3,516.360718,0
-4,517.421021,0
-9,517.774475,0
-1,518.834778,0
-4,519.541626,0
-8,520.248474,0
0,520.601929,0
7,521.662231,0
4,522.015686,0
1,523.075989,0
7,523.429443,0
5,524.489746,0
5,524.843201,0
-3,525.903503,0
-1,526.256958,0
3,527.317261,0
-1,527.670715,0
-7,528.731018,0
-6,529.084473,0
-4,530.144775,0
-3,530.498230,0
-7,531.558533,0
2,531.911987,0
5,532.972290,0
2,533.325745,0
5,534.386047,0
6,534.739502,0
6,535.799805,0
3,536.153259,0
-3,537.213562,0
1,537.567017,0
2,538.627319,0
-2,538.980774,0
-11,540.041077,0
-8,540.394531,0
-5,541.454834,0
-8,541.808289,0
-7,542.868591,0
-2,543.222046,0
1,544.282349,0
-1,544.635803,0
-3,545.696106,0
2,545.696106,0
3,547.109802,0
0,547.109802,0
-1,548.523499,0
1,548.523499,0
1,549.937195,0
-6,549.937195,0
-6,550.997498,0
-6,551.350952,0
-8,552.411255,0
-8,552.764709,0
-10,553.825012,0
-4,554.178467,0
-1,554.885315,0
0,555.592163,0
1,556.299011,0
4,557.005859,0
-1,557.712708,0
0,558.419556,0
2,559.126404,0
3,559.833252,0
1,560.540100,0
-2,561.246948,0
-3,561.953796,0
-3,562.660645,0
-4,563.014099,0
-10,564.074402,0
-12,564.427856,0
-7,565.488159,0
-6,565.841614,0
-7,566.548462,0
-7,566.901917,0
0,567.962219,0
-2,568.315674,0
0,569.375977,0
2,569.729431,0
4,570.436279,0
9,571.143127,0
10,571.849976,0
5,572.556824,0
4,572.910278,0
5,573.970581,0
-3,573.970581,0
-5,575.384277,0
-5,575.384277,0
-9,576.444580,0
-8,576.798035,0
-10,577.504883,0
-8,578.211731,0
-7,578.918579,0
-3,579.625427,0
1,580.332275,0
2,581.039124,0
6,581.392578,0
11,582.452881,0
7,582.452881,0
7,583.513184,0
6,583.866638,0
2,584.573486,0
0,585.280334,0
-2,585.987183,0
-6,586.694031,0
-7,587.400879,0
-5,588.107727,0
-6,588.461182,0
-8,589.521484,0
-6,589.521484,0
-4,590.935181,0
-2,590.935181,0
0,591.995483,0
-2,592.348938,0
5,593.055786,0
4,593.762634,0
3,594.116089,0
3,595.176392,0
1,595.529846,0
-1,596.236694,0
-2,596.943542,0
-3,597.650391,0
-3,598.003845,0
0,599.064148,0
0,599.417603,0
-4,600.124451,0
-3,600.831299,0
0,601.184753,0
-1,601.891602,0
-3,602.598450,0
-3,603.305298,0
-2,604.012146,0
-2,604.365601,0
-1,605.425903,0
-2,605.779358,0
-4,606.486206,0
-1,607.193054,0
-3,607.899902,0
-7,608.606750,0
-7,608.960205,0
-3,610.020508,0
1,610.020508,0
3,611.080811,0
0,611.434265,0
3,612.141113,0
5,612.847961,0
0,613.554810,0
-4,614.261658,0
-2,614.968506,0
-4,615.675354,0
-3,615.675354,0
-8,617.089050,0
-10,617.089050,0
-3,618.149353,0
0,618.502808,0
-1,619.209656,0
0,619.916504,0
2,620.269958,0
9,621.330261,0
4,621.683716,0
3,622.390564,0
3,623.097412,0
3,623.804260,0
3,624.157715,0
-3,624.864563,0
-5,625.571411,0
-3,625.924866,0
0,626.631714,0
-5,627.338562,0
-2,628.045410,0
-2,628.752258,0
4,629.459106,0
3,629.812561,0
4,630.519409,0
5,630.872864,0
6,631.579712,0
3,632.286560,0
1,632.993408,0
-1,633.700256,0
-3,634.407104,0
-1,634.760559,0
-4,635.820862,0
-2,636.174316,0
-3,636.527771,0
0,637.588074,0
-1,637.941528,0
-3,639.001831,0
1,639.355286,0
1,640.062134,0
-1,640.415588,0
-2,641.475891,0
-2,641.829346,0
-4,642.536194,0
0,643.243042,0
-2,643.949890,0
-2,644.656738,0
1,645.363586,0
0,646.070435,0
0,646.423889,0
2,647.484192,0
1,647.837646,0
-1,648.897949,0
-2,649.251404,0
-5,650.311707,0
-3,650.665161,0
-1,651.372009,0
-5,652.078857,0
-3,652.785706,0
-1,653.492554,0
-3,654.199402,0
-6,654.906250,0
-9,655.613098,0
-6,656.319946,0
-3,657.026794,0
-4,657.733643,0
-9,658.440491,0
0,659.147339,0
3,659.854187,0
-3,660.561035,0
-6,661.267883,0
-4,661.974731,0
0,662.681580,0
-1,663.388428,0
-7,664.095276,0
-4,664.802124,0
-3,665.508972,0
-7,666.569275,0
-10,666.922729,0
-13,667.983032,0
-6,668.336487,0
-7,669.396790,0
-8,670.103638,0
-9,670.810486,0
-7,671.517334,0
-7,672.224182,0
-7,672.931030,0
-6,673.637878,0
-7,674.344727,0
-6,675.051575,0
-5,676.111877,0
-4,676.465332,0
-6,677.172180,0
-8,677.879028,0
-4,678.585876,0
-2,679.292725,0
-1,679.999573,0
-2,680.706421,0
1,681.413269,0
1,682.120117,0
-3,682.826965,0
-6,683.533813,0
-4,684.594116,0
0,684.947571,0
-1,686.007874,0
-6,686.361328,0
0,687.421631,0
0,687.775085,0
-6,688.835388,0
-9,689.542236,0
-9,690.249084,0
-5,690.955933,0
-5,691.662781,0
-10,692.369629,0
-8,693.429932,0
-5,693.783386,0
-11,694.843689,0
-7,695.197144,0
-9,696.257446,0
0,696.610901,0
0,697.671204,0
1,698.024658,0
5,698.731506,0
0,699.438354,0
1,700.145203,0
1,700.852051,0
2,701.558899,0
0,702.265747,0
-4,702.972595,0
-2,703.679443,0
-2,704.739746,0
-3,705.093201,0
-11,706.153503,0
-8,706.506958,0
-5,707.567261,0
-5,708.274109,0
-4,708.980957,0
0,709.687805,0
3,710.394653,0
-3,711.454956,0
-2,711.808411,0
1,712.868713,0
4,713.222168,0
3,714.282471,0
-7,714.635925,0
-3,715.696228,0
-5,716.403076,0
-13,717.109924,0
-14,717.816772,0
-15,718.523621,0
-8,719.230469,0
-13,719.937317,0
-11,720.644165,0
-7,721.351013,0
-7,722.057861,0
-5,722.764709,0
0,723.471558,0
6,724.178406,0
3,724.885254,0
5,725.592102,0
8,726.298950,0
8,727.005798,0
3,727.712646,0
-4,728.419495,0
0,729.126343,0
-2,729.833191,0
-3,730.540039,0
-8,731.246887,0
-1,731.953735,0
1,732.660583,0
-3,733.367432,0
-3,734.074280,0
-1,734.781128,0
4,735.487976,0
2,736.194824,0
-2,736.901672,0
0,737.961975,0
-2,738.315430,0
-2,739.375732,0
-5,739.729187,0
-4,740.789490,0
-1,741.142944,0
-5,742.203247,0
1,742.556702,0
0,743.617004,0
-1,743.970459,0
2,745.030762,0
-2,745.737610,0
3,746.444458,0
-2,746.797913,0
-6,747.858215,0
-4,748.211670,0
-2,749.271973,0
-1,749.625427,0
-7,750.685730,0
-2,751.039185,0
5,751.746033,0
0,752.806335,0
1,753.159790,0
-5,754.220093,0
3,754.573547,0
6,755.633850,0
-6,756.340698,0
-9,757.047546,0
-6,757.754395,0
-3,758.461243,0
-7,759.168091,0
-9,759.874939,0
-6,760.935242,0
-2,761.288696,0
-1,761.995544,0
-4,762.702393,0
3,763.409241,0
5,764.116089,0
3,764.822937,0
3,765.529785,0
-1,766.590088,0
0,766.943542,0
0,768.003845,0
-7,768.710693,0
-8,769.417542,0
-11,770.124390,0
2,770.831238,0
7,771.538086,0
11,772.244934,0
15,772.951782,0
11,773.658630,0
20,774.365479,0
23,775.072327,0
26,775.779175,0
25,776.132629,0
15,777.546326,0
7,777.546326,0
-4,778.606628,0
-8,778.960083,0
-23,780.020386,0
-42,780.373840,0
-47,781.080688,0
-53,781.787537,0
-58,782.140991,0
-58,782.847839,0
-54,783.201294,0
-48,783.554749,0
-30,783.908203,0
-14,784.261658,0
1,784.261658,0
9,784.615112,0
18,784.615112,0
34,784.261658,0
39,784.261658,0
39,783.908203,0
37,783.908203,0
36,783.554749,0
35,783.554749,0
34,783.554749,0
23,783.554749,0
12,783.554749,0
7,783.554749,0
-5,783.554749,0
-15,782.847900,0
-21,782.847900,0
-25,782.847900,0
-22,782.494446,0
-21,782.494446,0
-17,782.140991,0
-8,781.787537,0
0,781.080688,0
7,781.080688,0
10,780.373840,0
15,779.666992,0
22,778.960144,0
34,778.253296,0
40,777.546448,0
47,776.839600,0
54,775.779297,0
64,775.072449,0
53,774.012146,0
63,772.951843,0
63,772.598389,0
43,771.538086,0
31,770.477783,0
13,769.770935,0
5,768.710632,0
-2,768.003784,0
-13,766.590088,0
-10,765.529785,0
-19,764.469482,0
-26,763.762634,0
-37,762.348938,0
-27,761.288635,0
0,759.874939,0
39,758.461243,0
84,757.047546,0
140,755.633850,0
154,754.927002,0
163,753.513306,0
181,752.453003,0
195,751.392700,0
164,749.979004,0
118,749.625549,0
119,748.565247,0
128,748.211792,0
146,747.504944,0
139,747.151489,0
92,746.798035,0
60,746.444580,0
1,746.091125,0
-51,746.444580,0
-58,746.444580,0
-87,746.444580,0
-110,746.444580,0
-106,746.444580,0
-60,746.444580,0
-34,746.444580,0
-27,746.444580,0
-7,746.444580,0
3,746.091125,0
21,746.091125,0
42,746.091125,0
34,745.737671,0
31,745.737671,0
38,0.000000,1
26,0.000000,1
21,0.000000,1
23,0.000000,1
19,0.000000,1
9,0.706858,1
3,1.060287,1
-2,1.060287,1
-5,1.413717,1
-3,1.767146,1
-10,2.474004,1
-2,2.827433,1
3,3.180862,1
-11,3.887721,1
-27,4.241150,1
-41,4.948008,1
-40,5.654866,1
-44,6.361724,1
-49,6.715154,1
-48,7.775441,1
-48,8.482300,1
-39,9.189158,1
-37,9.896017,1
-34,10.602876,1
-25,11.663163,1
-17,12.016592,1
-12,13.076880,1
-15,13.783738,1
-17,14.490597,1
-20,15.197455,1
-27,15.904314,1
-30,16.964602,1
-37,18.024889,1
-38,18.731747,1
-38,19.792034,1
-47,20.852322,1
-45,21.559179,1
-44,22.619467,1
-37,23.326324,1
-15,24.033182,1
5,25.446899,1
30,25.800329,1
34,26.860617,1
21,27.567474,1
18,28.274332,1
14,29.334620,1
-1,30.041477,1
-4,31.101765,1
-34,31.808622,1
-49,32.868912,1
-59,33.575771,1
-69,34.282631,1
-71,35.342918,1
-69,36.049778,1
-68,37.110065,1
-58,37.463493,1
-48,38.523781,1
-47,38.877209,1
-39,39.230637,1
-35,39.584064,1
-18,39.937492,1
-7,40.290920,1
8,40.290920,1
22,40.644348,1
28,40.644348,1
37,40.644348,1
49,40.644348,1
53,40.644348,1
57,40.644348,1
50,40.644348,1
44,40.644348,1
34,40.644348,1
24,40.644348,1
21,40.644348,1
15,40.644348,1
9,40.644348,1
9,40.644348,1
15,40.644348,1
17,40.644348,1
18,40.644348,1
20,40.290920,1
26,40.290920,1
26,40.290920,1
26,40.290920,1
25,40.290920,1
23,40.290920,1
22,40.290920,1
23,40.290920,1
21,40.290920,1
18,40.290920,1
17,40.290920,1
17,40.290920,1
17,40.997780,1
16,40.997780,1
17,40.997780,1
18,40.997780,1
18,40.997780,1
17,40.997780,1
16,40.997780,1
17,40.997780,1
17,40.997780,1
18,40.997780,1
17,40.997780,1
18,40.997780,1
19,40.997780,1
20,40.997780,1
22,40.997780,1
23,40.997780,1
22,40.997780,1
23,40.997780,1
22,41.351208,1
19,41.704636,1
17,41.704636,1
12,41.704636,1
9,41.704636,1
3,42.058064,1
-1,42.058064,1
-2,42.764923,1
-8,43.118351,1
-9,43.118351,1
-11,43.471779,1
-13,44.178638,1
-12,44.178638,1
-11,44.885498,1
-11,44.885498,1
-16,45.592358,1
-15,46.299217,1
-14,46.652645,1
-13,47.006073,1
-15,47.712933,1
-14,48.066360,1
-14,48.419788,1
-14,49.126648,1
-15,49.480076,1
-15,50.186935,1
-14,50.893795,1
-16,50.893795,1
-16,51.954082,1
-15,52.307510,1
-17,53.014370,1
-13,53.721230,1
-15,54.428089,1
-17,55.134949,1
-12,55.134949,1
-7,56.195236,1
-11,56.548664,1
-11,57.255524,1
-7,57.962383,1
-6,58.669243,1
-2,59.376102,1
-2,59.729530,1
0,60.789818,1
1,61.143246,1
3,62.203533,1
3,62.556961,1
-6,63.617249,1
-2,63.970676,1
-3,65.030960,1
1,65.384392,1
-2,66.444679,1
-2,67.151535,1
1,67.858391,1
1,68.565247,1
-1,69.272102,1
-3,70.332390,1
2,71.039246,1
4,72.099533,1
2,72.806389,1
-3,73.513245,1
-2,74.573532,1
0,75.280388,1
-1,76.340675,1
-5,77.400963,1
3,78.461250,1
3,79.168106,1
0,80.581825,1
-4,81.288681,1
2,82.348969,1
3,83.409256,1
-3,84.822975,1
-5,85.883263,1
-7,86.943550,1
-9,88.003838,1
-12,89.064125,1
-15,90.477844,1
-12,91.891563,1
-15,93.305283,1
-15,94.719002,1
-22,95.779289,1
-11,97.193008,1
-9,98.606728,1
-22,100.020447,1
-21,101.434166,1
-17,102.847885,1
-21,104.615028,1
-23,106.028748,1
-26,107.442467,1
-20,108.856186,1
-10,110.269905,1
-16,111.683624,1
-23,113.097343,1
-24,114.511063,1
-17,116.278206,1
-17,117.691925,1
-23,119.459068,1
-20,121.226212,1
-22,122.639931,1
-23,124.407074,1
-18,125.820793,1
-19,127.587936,1
-19,129.001648,1
-14,131.122223,1
-15,132.535934,1
-13,133.949646,1
-15,136.070221,1
-17,137.483932,1
-18,139.251083,1
-19,141.018234,1
-17,142.431946,1
-13,144.552521,1
-11,145.966232,1
-10,147.733383,1
-10,149.147095,1
-10,151.267670,1
-13,152.681381,1
-13,154.801956,1
-13,156.215668,1
-16,157.629379,1
-13,159.749954,1
-10,161.517105,1
-13,163.284256,1
5,165.051407,1
-2,166.818558,1
-4,168.585709,1
6,169.999420,1
0,172.119995,1
-3,173.887146,1
5,175.300858,1
2,177.421432,1
-4,178.835144,1
-3,180.955719,1
