ジャイロセンサ角速度, 走行距離, フロア検知ステータス　
19,72.453003,0
15,72.453003,0
15,72.453003,0
16,72.453003,0
16,72.453003,0
20,72.453003,0
21,72.453003,0
20,72.453003,0
20,72.453003,0
24,72.453003,0
23,72.453003,0
19,72.453003,0
18,72.453003,0
15,72.453003,0
16,72.453003,0
17,72.453003,0
15,72.453003,0
16,72.453003,0
19,72.453003,0
18,72.453003,0
15,72.453003,0
16,72.453003,0
13,72.453003,0
12,72.453003,0
13,72.453003,0
10,72.453003,0
10,72.453003,0
10,72.453003,0
7,72.806435,0
5,72.806435,0
4,73.159866,0
3,73.159866,0
1,73.159866,0
1,73.159866,0
0,73.159866,0
-1,73.159866,0
-1,73.513298,0
1,73.513298,0
0,73.513298,0
3,73.513298,0
6,73.513298,0
7,73.513298,0
10,73.513298,0
10,73.513298,0
9,73.513298,0
6,73.513298,0
3,73.513298,0
1,73.513298,0
0,73.513298,0
0,73.513298,0
1,73.513298,0
2,73.513298,0
4,73.513298,0
3,73.513298,0
1,73.513298,0
2,73.513298,0
1,73.513298,0
0,73.513298,0
-2,73.513298,0
-2,73.513298,0
-1,73.513298,0
1,73.513298,0
-1,73.513298,0
-4,73.513298,0
-4,73.159866,0
-3,73.159866,0
-3,73.159866,0
-5,73.159866,0
-5,72.806435,0
-4,72.806435,0
-3,72.453003,0
-4,72.453003,0
-6,72.099571,0
-6,72.099571,0
-6,72.099571,0
-8,71.392715,0
-7,71.039284,0
-8,70.685852,0
-6,70.685852,0
-6,69.978996,0
-8,69.272141,0
-6,69.272141,0
-16,68.211853,0
3,67.858421,0
23,67.504990,0
40,66.798134,0
57,66.091278,0
60,65.384422,0
87,64.677567,0
103,63.970707,0
92,63.617279,0
87,62.910419,0
83,62.556992,0
74,62.203564,0
56,61.850136,0
45,61.143276,0
29,60.789848,0
28,60.789848,0
30,60.789848,0
13,60.789848,0
5,60.789848,0
3,60.436420,0
-10,60.789848,0
-16,60.789848,0
-18,60.789848,0
-29,60.789848,0
-28,60.789848,0
-25,60.789848,0
-19,60.789848,0
-14,60.436420,0
-10,60.082993,0
-4,60.082993,0
-3,59.729565,0
-5,59.376137,0
-10,59.376137,0
-11,59.376137,0
-15,58.669277,0
-15,58.315849,0
-14,57.962421,0
-13,57.608994,0
-10,56.902134,0
3,56.548706,0
26,56.195278,0
53,55.488419,0
59,55.134991,0
63,54.781563,0
77,54.074703,0
79,53.721275,0
75,53.367847,0
65,53.014420,0
41,52.660992,0
33,52.660992,0
32,52.660992,0
33,52.660992,0
30,52.660992,0
16,52.660992,0
5,52.660992,0
-2,53.014420,0
-3,53.014420,0
-3,53.014420,0
-31,53.721279,0
-32,54.074707,0
-22,54.428135,0
-25,54.781563,0
-30,55.134991,0
-41,55.841850,0
-60,55.841850,0
-65,56.548710,0
-72,57.255569,0
-82,57.255569,0
-85,57.962429,0
-78,58.669289,0
-77,58.669289,0
-67,58.669289,0
-46,58.669289,0
-43,58.669289,0
-24,58.669289,0
-23,58.669289,0
-19,58.315861,0
-2,57.609001,0
1,57.255573,0
4,56.902145,0
8,56.195286,0
6,55.488426,0
-4,54.781567,0
3,54.074707,0
43,53.367847,0
58,52.660988,0
66,51.600700,0
89,50.893841,0
118,49.833553,0
130,49.126694,0
120,48.066406,0
118,47.712978,0
100,46.652691,0
87,46.299263,0
85,45.592403,0
68,45.592403,0
73,45.238976,0
70,44.885548,0
53,44.885548,0
36,44.885548,0
33,45.238976,0
17,45.238976,0
-29,45.945835,0
-42,45.945835,0
-64,46.299263,0
-83,47.006123,0
-88,47.359550,0
-108,47.712978,0
-116,47.712978,0
-110,48.066406,0
-88,48.419834,0
-71,48.419834,0
-61,48.419834,0
-50,48.066406,0
-39,47.359547,0
-29,47.359547,0
-21,47.006119,0
-5,46.299259,0
10,45.592400,0
7,45.238972,0
29,44.532112,0
68,43.825253,0
101,43.118393,0
119,42.411533,0
117,41.351246,0
117,40.997818,0
110,39.937531,0
112,39.584103,0
93,38.877243,0
58,38.170383,0
59,38.170383,0
65,37.816956,0
60,37.463528,0
49,37.110100,0
37,37.110100,0
31,37.110100,0
17,37.110100,0
-1,37.110100,0
-15,37.110100,0
-30,37.110100,0
-41,37.816959,0
-38,37.816959,0
-39,37.816959,0
-32,37.816959,0
-28,37.816959,0
-16,37.816959,0
-8,37.463531,0
9,37.463531,0
11,37.463531,0
10,37.463531,0
6,36.756672,0
1,36.756672,0
3,36.403244,0
5,36.403244,0
2,36.049816,0
1,36.049816,0
6,36.049816,0
8,35.696388,0
4,35.696388,0
8,35.696388,0
9,35.342960,0
9,34.989532,0
9,34.989532,0
6,34.989532,0
5,34.989532,0
4,34.989532,0
3,34.989532,0
2,34.636105,0
5,34.282677,0
8,34.282677,0
10,34.282677,0
12,34.282677,0
12,34.282677,0
12,34.282677,0
11,34.282677,0
11,33.929249,0
12,33.929249,0
11,33.929249,0
13,33.929249,0
14,33.929249,0
14,33.929249,0
14,33.929249,0
13,33.929249,0
13,33.929249,0
13,33.929249,0
13,33.929249,0
14,33.929249,0
15,33.929249,0
16,34.636108,0
18,34.636108,0
18,34.636108,0
18,34.636108,0
18,34.989536,0
18,35.342964,0
18,35.342964,0
20,35.696392,0
19,35.696392,0
20,36.403252,0
22,36.756680,0
22,37.110107,0
21,37.816967,0
23,38.170395,0
27,38.523823,0
12,39.584110,0
1,39.937538,0
-5,40.997826,0
-38,41.351254,0
-48,42.411541,0
-76,42.764969,0
-96,43.825256,0
-92,44.532116,0
-94,45.238976,0
-96,45.945835,0
-83,46.652695,0
-63,46.652695,0
-50,47.359554,0
-39,47.712982,0
-32,48.066410,0
-13,48.066410,0
7,48.066410,0
16,48.066410,0
22,48.066410,0
33,48.066410,0
45,48.066410,0
49,48.066410,0
49,48.066410,0
52,48.066410,0
46,48.066410,0
33,48.066410,0
31,48.066410,0
31,48.066410,0
27,48.066410,0
27,48.066410,0
26,48.066410,0
30,48.419838,0
35,48.419838,0
38,48.419838,0
36,48.419838,0
35,48.773266,0
37,49.126694,0
35,49.126694,0
31,49.126694,0
31,49.833553,0
35,50.186981,0
37,50.186981,0
39,50.893841,0
36,51.600700,0
34,51.600700,0
16,52.307560,0
3,53.014420,0
-23,53.721279,0
-33,54.428139,0
-57,55.134998,0
-71,55.841858,0
-72,56.548717,0
-66,57.255577,0
-63,57.962437,0
-54,58.669296,0
-47,59.022724,0
-38,60.083012,0
-12,60.083012,0
6,60.789871,0
24,61.143299,0
31,61.496727,0
36,61.496727,0
44,62.203587,0
50,62.557014,0
47,62.910442,0
38,63.263870,0
24,63.617298,0
20,64.324158,0
13,64.324158,0
-3,65.031013,0
-18,65.737869,0
-21,65.737869,0
-30,66.444725,0
-30,67.151581,0
-27,67.505013,0
-21,68.211868,0
-18,68.565300,0
-5,68.918732,0
6,69.625587,0
18,69.979019,0
22,70.332451,0
21,71.039307,0
22,71.392738,0
22,72.099594,0
22,72.806450,0
14,73.159882,0
6,73.866737,0
3,74.220169,0
-4,74.927025,0
-8,75.633881,0
-19,76.340736,0
-25,77.047592,0
-27,77.754448,0
-25,78.461304,0
-27,78.814735,0
-14,79.875023,0
-13,80.228455,0
-9,81.288742,0
1,81.642174,0
1,82.702461,0
6,82.702461,0
6,83.762749,0
0,84.116180,0
3,85.176468,0
0,85.529900,0
-6,86.590187,0
-11,86.943619,0
-13,88.003906,0
-21,88.357338,0
-22,89.417625,0
-22,90.124481,0
-19,91.184769,0
-18,91.538200,0
-18,92.598488,0
-12,92.951920,0
-10,94.012207,0
-8,94.365639,0
0,95.425926,0
0,95.425926,0
8,96.486214,0
5,96.839645,0
3,97.546501,0
5,98.253357,0
2,98.960213,0
1,99.667068,0
-1,100.373924,0
-2,101.080780,0
-5,101.787636,0
-3,102.494492,0
-8,102.847923,0
-9,103.908211,0
-4,104.261642,0
-4,105.321930,0
-5,105.321930,0
-2,106.382217,0
-3,106.735649,0
7,107.442505,0
4,108.149361,0
3,108.856216,0
8,109.563072,0
6,109.916504,0
3,110.976791,0
4,110.976791,0
5,112.390511,0
3,112.390511,0
7,113.097366,0
3,113.804222,0
2,114.511078,0
7,115.217934,0
4,115.571365,0
-3,116.631653,0
2,116.631653,0
3,117.338509,0
5,118.045364,0
8,118.752220,0
-1,119.459076,0
6,120.165932,0
11,120.872787,0
4,120.872787,0
3,122.286507,0
4,122.286507,0
2,122.993362,0
5,123.700218,0
6,124.407074,0
-2,125.113930,0
2,125.820786,0
4,126.527641,0
1,126.881073,0
1,127.941360,0
2,127.941360,0
4,129.001648,0
7,129.355072,0
7,130.061935,0
5,130.768799,0
6,131.475662,0
10,132.182526,0
5,132.535950,0
3,133.596237,0
6,133.596237,0
1,134.656525,0
1,135.009949,0
3,136.070236,0
-4,136.423660,0
2,137.130524,0
3,137.837387,0
-2,138.544250,0
0,139.251114,0
2,139.957977,0
3,140.664841,0
6,140.664841,0
1,142.078552,0
3,142.078552,0
8,143.138840,0
6,143.492264,0
3,144.199127,0
4,144.905991,0
4,145.612854,0
7,146.319717,0
4,147.026581,0
-1,147.733444,0
2,148.440308,0
4,149.147171,0
2,149.500595,0
-2,150.560883,0
-3,150.560883,0
-2,151.621170,0
2,151.974594,0
0,152.681458,0
-5,153.388321,0
1,154.095184,0
4,154.802048,0
3,155.508911,0
6,156.215775,0
7,156.922638,0
8,157.629501,0
7,157.982925,0
1,159.043213,0
3,159.396637,0
6,160.456924,0
-2,160.810349,0
-11,161.870636,0
-10,161.870636,0
-4,163.284348,0
0,163.284348,0
-2,164.344635,0
1,164.698059,0
11,165.404922,0
9,166.111786,0
1,166.818649,0
2,167.525513,0
6,167.878937,0
9,168.939224,0
6,169.292648,0
0,169.999512,0
-2,170.352936,0
6,171.413223,0
-2,171.766647,0
-6,172.826935,0
-6,173.180359,0
0,173.533783,0
3,174.594070,0
0,174.947495,0
0,175.654358,0
8,176.361221,0
12,177.068085,0
8,177.774948,0
4,178.128372,0
10,178.481796,0
13,179.542084,0
6,179.895508,0
0,180.602371,0
4,181.309235,0
5,182.016098,0
6,182.369522,0
0,183.076385,0
-4,183.783249,0
6,184.490112,0
6,185.196976,0
0,185.550400,0
-2,186.610687,0
0,186.610687,0
7,187.317551,0
3,188.024414,0
4,188.731277,0
3,189.438141,0
6,189.791565,0
9,190.851852,0
2,191.205276,0
6,191.912140,0
5,192.265564,0
5,193.325851,0
5,193.679276,0
7,194.032700,0
3,195.092987,0
5,195.446411,0
10,196.153275,0
1,196.860138,0
6,197.567001,0
1,197.920425,0
3,198.627289,0
3,199.334152,0
2,199.687576,0
4,200.394440,0
3,201.101303,0
5,201.808167,0
2,202.161591,0
3,203.221878,0
3,203.575302,0
4,203.928726,0
2,204.989014,0
5,205.342438,0
3,206.049301,0
-1,206.756165,0
5,207.463028,0
-2,207.816452,0
3,208.523315,0
3,209.230179,0
1,209.583603,0
1,210.290466,0
1,210.997330,0
1,211.704193,0
-1,212.411057,0
6,213.117920,0
-2,213.471344,0
6,214.178207,0
6,214.885071,0
4,215.238495,0
5,215.945358,0
4,216.652222,0
5,217.359085,0
-1,217.712509,0
1,218.419373,0
-2,219.126236,0
0,219.479660,0
0,220.186523,0
1,220.893387,0
3,221.600250,0
3,222.307114,0
4,223.013977,0
0,223.367401,0
4,224.074265,0
-1,224.781128,0
1,225.134552,0
4,225.841415,0
-1,226.548279,0
0,227.255142,0
4,227.962006,0
3,228.668869,0
1,229.022293,0
6,229.729156,0
1,230.436020,0
2,230.789444,0
3,231.496307,0
1,232.203171,0
1,232.910034,0
3,233.263458,0
4,234.323746,0
0,234.677170,0
2,235.030594,0
1,235.737457,0
1,236.444321,0
0,237.151184,0
2,237.504608,0
3,237.858032,0
3,238.918320,0
7,239.271744,0
5,239.978607,0
3,240.332031,0
8,241.392319,0
5,241.745743,0
6,242.099167,0
6,243.159454,0
7,243.512878,0
6,244.219742,0
6,244.573166,0
4,245.280029,0
4,245.986893,0
7,246.340317,0
1,247.400604,0
1,247.400604,0
4,248.460892,0
1,248.814316,0
-3,249.521179,0
2,250.228043,0
3,250.934906,0
-1,251.641769,0
3,251.641769,0
4,252.348633,0
4,253.055496,0
7,253.762360,0
5,254.469223,0
3,254.469223,0
6,255.176086,0
6,255.882950,0
-1,256.589813,0
0,257.296661,0
2,257.650085,0
0,258.356934,0
3,258.710358,0
1,259.417206,0
3,260.124054,0
5,260.477478,0
6,261.184326,0
2,261.537750,0
3,262.244598,0
5,262.951447,0
6,263.304871,0
6,264.011719,0
1,264.365143,0
5,265.425415,0
5,265.778839,0
3,266.132263,0
4,266.839111,0
-1,267.192535,0
-1,268.252808,0
1,268.606232,0
0,268.959656,0
1,269.666504,0
2,270.019928,0
4,270.726776,0
5,271.080200,0
4,271.787048,0
6,272.140472,0
3,272.493896,0
3,273.200745,0
5,273.907593,0
5,274.261017,0
3,274.967865,0
2,275.321289,0
3,276.028137,0
5,276.381561,0
8,276.734985,0
5,277.441833,0
3,277.795258,0
4,278.148682,0
6,278.855530,0
4,279.562378,0
5,279.562378,0
9,280.269226,0
10,280.976074,0
8,281.329498,0
9,282.036346,0
10,282.389771,0
9,282.743195,0
9,283.450043,0
5,283.450043,0
3,284.156891,0
5,284.863739,0
5,285.217163,0
4,285.570587,0
3,286.277435,0
6,286.277435,0
6,286.984283,0
6,287.691132,0
6,287.691132,0
8,288.397980,0
7,289.104828,0
8,289.104828,0
8,289.811676,0
7,290.518524,0
11,290.518524,0
11,291.225372,0
11,291.932220,0
8,291.932220,0
7,292.639069,0
7,293.345917,0
6,293.345917,0
2,294.406189,0
1,294.759613,0
4,295.113037,0
2,295.819885,0
5,296.173309,0
6,296.526733,0
6,297.233582,0
8,297.587006,0
8,297.940430,0
8,298.647278,0
6,299.000702,0
7,299.354126,0
5,300.060974,0
1,300.414398,0
-1,300.767822,0
-1,301.474670,0
4,301.828094,0
3,302.181519,0
4,302.888367,0
9,303.241791,0
10,303.595215,0
10,304.302063,0
12,304.655487,0
13,305.008911,0
11,305.715759,0
10,306.069183,0
7,306.422607,0
6,307.129456,0
7,307.482880,0
4,307.836304,0
2,308.543152,0
5,308.896576,0
3,309.250000,0
2,309.956848,0
3,310.310272,0
6,310.663696,0
4,311.370544,0
5,311.723969,0
5,312.077393,0
7,312.784241,0
12,313.137665,0
9,313.491089,0
10,314.197937,0
12,314.551361,0
11,314.904785,0
9,315.611633,0
9,315.965057,0
7,316.318481,0
5,317.025330,0
4,317.378754,0
3,318.085602,0
4,318.439026,0
6,318.792450,0
3,319.499298,0
7,320.206146,0
9,320.206146,0
9,320.912994,0
8,321.619843,0
10,321.619843,0
7,322.326691,0
5,323.033539,0
5,323.033539,0
3,323.740387,0
6,324.447235,0
4,324.800659,0
4,325.507507,0
4,325.860931,0
2,326.567780,0
3,327.274628,0
5,327.274628,0
6,327.981476,0
4,328.688324,0
9,328.688324,0
7,329.395172,0
11,330.102020,0
11,330.455444,0
10,331.515747,0
9,331.515747,0
11,332.222595,0
7,332.929443,0
6,333.282867,0
5,333.989716,0
2,334.343140,0
1,335.049988,0
0,335.756836,0
0,335.756836,0
2,336.817139,0
0,337.170563,0
0,337.877411,0
3,338.584259,0
3,338.937683,0
3,339.644531,0
2,339.997955,0
6,340.704803,0
4,341.411652,0
5,341.765076,0
5,342.825378,0
1,342.825378,0
1,343.885681,0
3,344.239105,0
-1,344.945953,0
-4,345.652802,0
-4,346.006226,0
-2,347.066528,0
-3,347.419952,0
1,348.126801,0
-3,348.480225,0
1,349.187073,0
4,349.893921,0
5,350.247345,0
2,351.307617,0
1,351.661041,0
3,352.367889,0
4,352.721313,0
7,353.428162,0
3,354.135010,0
1,354.488434,0
4,355.548706,0
6,355.548706,0
2,356.609009,0
0,356.962433,0
4,357.669281,0
3,358.376129,0
8,359.082977,0
2,359.789825,0
2,360.143250,0
6,361.203552,0
5,361.556976,0
2,362.617249,0
3,362.617249,0
3,363.677551,0
-1,364.030975,0
3,365.091248,0
-1,365.444672,0
-7,366.151520,0
2,366.858368,0
1,367.565216,0
-1,368.272064,0
-1,368.625488,0
1,369.685791,0
4,370.039215,0
6,371.099487,0
2,371.452911,0
4,372.159760,0
8,372.513184,0
8,373.573486,0
1,373.926910,0
1,374.633759,0
2,375.340607,0
1,376.047455,0
2,376.754303,0
-6,377.461151,0
-5,378.167999,0
1,378.874847,0
-4,379.581696,0
-4,380.288544,0
-1,380.995392,0
5,381.348816,0
6,382.409119,0
3,382.762543,0
6,383.822815,0
11,384.176239,0
9,385.236511,0
7,385.236511,0
5,386.650238,0
4,386.650238,0
5,387.710510,0
3,388.063934,0
0,389.124207,0
-4,389.477631,0
-6,390.537903,0
-7,390.891327,0
-8,391.598175,0
-5,392.305023,0
-3,393.011871,0
-1,393.718719,0
-1,394.425568,0
7,395.132416,0
4,395.839264,0
4,396.546112,0
6,396.899536,0
9,397.959839,0
13,398.313263,0
10,399.020111,0
5,399.726959,0
9,400.433807,0
10,401.140656,0
5,401.847504,0
3,402.554352,0
-3,403.261200,0
1,403.968048,0
2,404.674896,0
-5,405.381744,0
-7,406.088593,0
-5,406.795441,0
-1,407.502289,0
-6,408.209137,0
-5,408.915985,0
-4,409.622833,0
9,410.329681,0
7,411.036530,0
6,411.743378,0
11,412.450226,0
10,413.157074,0
5,413.863922,0
4,414.570770,0
3,415.277618,0
0,415.984467,0
-4,416.691315,0
-4,417.044739,0
-5,418.105042,0
-5,418.458466,0
-1,419.518738,0
-1,419.872162,0
4,420.932434,0
7,421.285858,0
7,422.346130,0
6,422.699554,0
11,423.406403,0
9,424.113251,0
3,424.466675,0
4,425.526978,0
0,425.880402,0
0,426.940674,0
-1,427.294098,0
-6,428.354370,0
-2,428.707794,0
1,429.768066,0
2,429.768066,0
1,431.181793,0
7,431.181793,0
10,431.888641,0
12,432.595490,0
10,433.302338,0
10,434.009186,0
13,434.716034,0
10,435.422882,0
6,435.776306,0
5,436.836609,0
5,437.190033,0
3,437.896881,0
1,438.603729,0
0,439.310577,0
0,440.017426,0
-2,440.724274,0
0,441.077698,0
3,442.138000,0
6,442.491425,0
6,443.198273,0
9,443.905121,0
10,444.611969,0
12,444.965393,0
8,445.672241,0
9,446.379089,0
6,447.085938,0
3,447.792786,0
4,448.499634,0
0,449.206482,0
6,449.913330,0
7,450.620178,0
4,451.327026,0
8,451.680450,0
9,452.740723,0
7,453.094147,0
3,454.154419,0
2,454.507843,0
3,455.568115,0
0,455.921539,0
0,456.981812,0
-2,457.335236,0
3,458.042084,0
4,458.748932,0
-3,459.455780,0
0,460.162628,0
2,460.869476,0
7,461.576324,0
6,462.283173,0
4,462.990021,0
10,463.696869,0
6,464.403717,0
2,465.110565,0
-1,465.817413,0
-3,466.524261,0
1,467.231110,0
-1,467.937958,0
-5,468.644806,0
1,469.351654,0
5,470.058502,0
3,470.765350,0
-3,471.472198,0
4,472.179047,0
6,472.885895,0
4,473.592743,0
-1,474.299591,0
2,475.006439,0
6,475.713287,0
2,476.420135,0
-2,477.126984,0
-6,477.833832,0
2,478.540680,0
0,479.247528,0
-2,479.954376,0
0,481.014648,0
2,481.368073,0
4,482.428345,0
2,482.781769,0
3,483.842041,0
4,484.195465,0
3,485.609192,0
4,485.609192,0
2,487.022919,0
4,487.022919,0
-2,488.436646,0
-1,488.790070,0
2,489.850342,0
-2,490.203766,0
-7,491.264038,0
0,491.617462,0
3,492.677734,0
-3,493.031158,0
-6,494.091431,0
1,494.444855,0
5,495.505127,0
4,496.211975,0
3,496.918823,0
9,497.625671,0
10,498.332520,0
6,499.039368,0
4,499.746216,0
6,500.453064,0
10,501.159912,0
5,501.866760,0
2,502.573608,0
0,503.280457,0
0,503.987305,0
-1,504.694153,0
-10,505.401001,0
-8,506.107849,0
-3,507.168152,0
-2,507.521576,0
0,508.581848,0
0,508.935272,0
7,509.995544,0
7,510.348969,0
7,511.409241,0
8,511.762665,0
8,512.822937,0
7,513.176392,0
6,514.236694,0
5,514.590149,0
-1,515.650452,0
-2,516.003906,0
-3,517.064209,0
-6,517.417664,0
-7,518.477966,0
-4,518.831421,0
-4,519.891724,0
1,520.245178,0
2,520.952026,0
5,521.658875,0
8,522.365723,0
10,523.072571,0
9,523.779419,0
11,524.486267,0
9,525.193115,0
5,525.899963,0
5,526.253418,0
5,527.313721,0
3,527.667175,0
-3,528.727478,0
-2,529.080933,0
-7,529.787781,0
-2,530.494629,0
-2,531.201477,0
0,531.908325,0
8,532.615173,0
9,532.968628,0
11,534.028931,0
12,534.382385,0
12,535.089233,0
12,535.796082,0
5,536.149536,0
3,536.856384,0
3,537.563232,0
0,538.270081,0
-1,538.976929,0
-4,539.683777,0
-4,540.037231,0
2,541.097534,0
4,541.450989,0
1,541.804443,0
6,542.511292,0
9,543.218140,0
14,543.924988,0
10,544.631836,0
7,545.338684,0
12,545.692139,0
12,546.398987,0
6,546.752441,0
2,547.459290,0
1,548.166138,0
0,548.872986,0
4,549.579834,0
3,550.286682,0
1,550.640137,0
7,551.346985,0
7,552.053833,0
7,552.407288,0
6,553.114136,0
6,553.820984,0
8,554.527832,0
10,554.881287,0
3,555.941589,0
0,556.295044,0
4,556.648499,0
4,557.355347,0
3,558.062195,0
-2,558.769043,0
2,559.122498,0
5,559.829346,0
8,560.536194,0
6,560.889648,0
5,561.596497,0
13,562.303345,0
14,563.010193,0
11,563.363647,0
8,563.717102,0
8,564.423950,0
10,565.130798,0
7,565.837646,0
4,566.544495,0
-1,567.251343,0
1,567.604797,0
3,568.311646,0
1,568.665100,0
0,569.371948,0
2,570.078796,0
7,570.785645,0
6,571.139099,0
10,571.845947,0
8,572.199402,0
11,572.906250,0
14,573.613098,0
12,573.966553,0
12,574.673401,0
9,575.380249,0
8,575.733704,0
7,576.440552,0
6,576.794006,0
2,577.854309,0
3,578.207764,0
0,578.561218,0
4,579.621521,0
1,579.974976,0
-2,580.681824,0
1,581.035278,0
6,581.742126,0
6,582.448975,0
4,583.155823,0
8,583.862671,0
10,583.862671,0
17,584.922974,0
13,585.276428,0
12,585.983276,0
13,586.690125,0
10,586.690125,0
9,588.103821,0
5,588.103821,0
3,588.810669,0
4,589.517517,0
3,590.224365,0
0,590.931213,0
3,591.638062,0
3,592.344910,0
3,592.344910,0
5,593.405212,0
3,593.758667,0
8,594.465515,0
5,595.172363,0
6,595.879211,0
7,596.586060,0
7,597.292908,0
5,597.999756,0
3,597.999756,0
5,599.413452,0
3,599.413452,0
1,600.827148,0
0,600.827148,0
-2,601.533997,0
0,602.240845,0
2,602.947693,0
0,603.654541,0
1,604.361389,0
6,605.068237,0
2,605.775085,0
4,606.481934,0
4,606.835388,0
2,607.895691,0
6,608.249146,0
2,608.955994,0
1,609.662842,0
1,610.369690,0
3,611.076538,0
1,611.783386,0
1,612.136841,0
0,613.197144,0
6,613.550598,0
3,614.610901,0
-1,614.964355,0
3,616.024658,0
3,616.378113,0
3,617.438416,0
3,617.791870,0
0,618.852173,0
2,619.205627,0
2,620.265930,0
1,620.619385,0
0,621.326233,0
1,622.033081,0
4,622.739929,0
0,623.446777,0
-1,624.153625,0
3,624.507080,0
3,625.567383,0
2,625.920837,0
1,626.627686,0
5,627.334534,0
7,628.041382,0
3,628.748230,0
3,629.455078,0
6,630.161926,0
7,630.868774,0
5,631.575623,0
-2,632.282471,0
1,632.989319,0
3,633.696167,0
3,634.403015,0
-1,635.109863,0
-3,635.816711,0
5,636.523560,0
2,636.877014,0
-1,637.937317,0
3,638.290771,0
9,639.351074,0
8,639.704529,0
4,640.411377,0
6,641.118225,0
6,641.825073,0
7,642.531921,0
4,643.238770,0
0,643.945618,0
0,644.652466,0
3,645.359314,0
2,646.066162,0
-2,646.773010,0
1,647.126465,0
3,648.186768,0
1,648.540222,0
3,649.600525,0
3,649.953979,0
5,651.014282,0
5,651.367737,0
4,652.428040,0
10,652.781494,0
7,653.488342,0
6,654.195190,0
7,654.902039,0
4,655.608887,0
8,656.315735,0
4,657.022583,0
-2,657.729431,0
2,658.436279,0
2,659.143127,0
-5,659.849976,0
-6,660.556824,0
-4,661.263672,0
0,661.970520,0
-1,662.677368,0
-2,663.384216,0
1,664.091064,0
10,664.797913,0
7,665.504761,0
8,666.211609,0
9,666.918457,0
10,667.625305,0
8,668.332153,0
2,669.039001,0
0,669.745850,0
-5,670.452698,0
-4,671.159546,0
-6,671.866394,0
-8,672.573242,0
-4,673.280090,0
3,673.986938,0
3,674.693787,0
7,675.400635,0
6,675.754089,0
6,676.814392,0
9,677.167847,0
7,678.228149,0
7,678.581604,0
4,679.288452,0
3,679.995300,0
0,680.348755,0
2,681.409058,0
1,681.762512,0
-7,682.822815,0
3,683.176270,0
-1,684.236572,0
4,684.236572,0
5,685.650269,0
8,685.650269,0
16,686.357117,0
14,687.063965,0
12,687.770813,0
9,688.477661,0
12,689.184509,0
8,689.891357,0
6,690.244812,0
4,691.305115,0
4,691.658569,0
8,692.365417,0
4,693.072266,0
0,693.779114,0
5,694.485962,0
2,695.192810,0
-1,695.546265,0
6,696.606567,0
4,696.960022,0
9,697.666870,0
10,698.373718,0
10,699.080566,0
8,699.434021,0
8,700.140869,0
5,700.847717,0
4,701.554565,0
5,702.261414,0
5,702.968262,0
5,703.675110,0
11,704.381958,0
7,705.088806,0
5,705.795654,0
8,706.149109,0
6,707.209412,0
8,707.562866,0
1,708.623169,0
2,708.976624,0
6,710.036926,0
3,710.390381,0
0,711.450684,0
-2,711.804138,0
-2,712.864441,0
4,713.217896,0
1,713.924744,0
4,714.631592,0
4,715.338440,0
8,716.045288,0
6,716.752136,0
3,717.458984,0
5,718.165833,0
6,718.872681,0
2,719.579529,0
-3,720.286377,0
3,720.993225,0
4,721.700073,0
3,722.760376,0
-2,723.113831,0
2,724.174133,0
7,724.527588,0
