反射光センサー, ジャイロ角度, ジャイロセンサ角速度,ターン,P,モータ角位置
0,0,29,0,0,25612
0,0,16,0,0,25615
0,0,32,0,0,25618
0,0,28,0,0,25622
0,0,17,0,0,25625
0,0,26,0,0,25628
0,0,19,0,0,25632
0,0,28,0,0,25635
0,0,18,0,0,25638
0,0,23,0,0,25642
0,0,11,0,0,25645
0,0,28,0,0,25648
0,0,16,0,0,25652
0,0,27,0,0,25656
0,0,21,0,0,25659
0,0,23,0,0,25662
0,0,24,0,0,25666
0,0,23,0,0,25669
0,0,23,0,0,25672
0,0,13,0,0,25676
0,0,24,0,0,25679
0,0,22,0,0,25682
0,0,20,0,0,25686
0,0,18,0,0,25689
0,0,27,0,0,25692
0,0,19,0,0,25696
0,0,25,0,0,25699
0,0,16,0,0,25702
0,0,27,0,0,25706
0,0,25,0,0,25709
0,0,9,0,0,25712
0,0,24,0,0,25716
0,0,19,0,0,25719
0,0,23,0,0,25722
0,0,21,0,0,25726
0,0,28,0,0,25729
0,0,16,0,0,25733
0,0,19,0,0,25736
0,0,16,0,0,25739
0,0,16,0,0,25742
0,0,31,0,0,25746
0,0,16,0,0,25749
0,0,32,0,0,25753
0,0,17,0,0,25756
0,0,22,0,0,25760
0,0,25,0,0,25763
0,0,18,0,0,25766
0,0,25,0,0,25770
0,0,19,0,0,25773
0,0,25,0,0,25776
0,0,18,0,0,25780
0,0,30,0,0,25783
0,0,12,0,0,25786
0,0,24,0,0,25790
0,0,24,0,0,25793
0,0,19,0,0,25796
0,0,26,0,0,25800
0,0,21,0,0,25803
0,0,23,0,0,25806
0,0,8,0,0,25810
0,0,35,0,0,25813
0,0,19,0,0,25816
0,0,32,0,0,25820
0,0,32,0,0,25823
0,0,12,0,0,25826
0,0,24,0,0,25830
0,0,11,0,0,25833
0,0,28,0,0,25836
0,0,17,0,0,25840
0,0,27,0,0,25843
0,0,11,0,0,25846
0,0,25,0,0,25850
0,0,24,0,0,25853
0,0,14,0,0,25856
0,0,26,0,0,25860
0,0,18,0,0,25863
0,0,22,0,0,25866
0,0,17,0,0,25870
0,0,22,0,0,25874
0,0,16,0,0,25877
0,0,24,0,0,25880
0,0,20,0,0,25883
0,0,28,0,0,25887
0,0,22,0,0,25890
0,0,12,0,0,25894
0,0,23,0,0,25897
0,0,12,0,0,25900
0,0,27,0,0,25904
0,0,26,0,0,25907
0,0,13,0,0,25910
0,0,13,0,0,25914
0,0,25,0,0,25917
0,0,22,0,0,25920
0,0,27,0,0,25924
0,0,28,0,0,25927
0,0,4,0,0,25930
0,0,25,0,0,25934
0,0,24,0,0,25937
0,0,21,0,0,25940
0,0,25,0,0,25944
0,0,19,0,0,25947
0,0,21,0,0,25950
0,0,15,0,0,25954
0,0,21,0,0,25957
0,0,16,0,0,25960
0,0,20,0,0,25964
0,0,11,0,0,25968
0,0,30,0,0,25971
0,0,18,0,0,25974
0,0,28,0,0,25978
0,0,19,0,0,25981
0,0,25,0,0,25984
0,0,26,0,0,25988
0,0,16,0,0,25991
0,0,25,0,0,25994
0,0,17,0,0,25998
0,0,28,0,0,26001
0,0,15,0,0,26004
0,0,28,0,0,26008
0,0,21,0,0,26011
0,0,28,0,0,26014
0,0,17,0,0,26018
0,0,27,0,0,26021
0,0,24,0,0,26024
0,0,7,0,0,26028
0,0,30,0,0,26031
0,0,22,0,0,26034
0,0,34,0,0,26038
0,0,12,0,0,26042
0,0,29,0,0,26045
0,0,24,0,0,26048
0,0,27,0,0,26051
0,0,20,0,0,26055
0,0,23,0,0,26058
0,0,37,0,0,26062
0,0,8,0,0,26065
0,0,32,0,0,26068
0,0,6,0,0,26072
0,0,27,0,0,26075
0,0,27,0,0,26078
0,0,16,0,0,26082
0,0,26,0,0,26085
0,0,12,0,0,26088
0,0,27,0,0,26092
0,0,12,0,0,26095
0,0,31,0,0,26098
0,0,15,0,0,26102
0,0,31,0,0,26105
0,0,22,0,0,26108
0,0,16,0,0,26112
0,0,22,0,0,26115
0,0,15,0,0,26118
0,0,44,0,0,26122
0,0,9,0,0,26125
0,0,21,0,0,26128
0,0,11,0,0,26132
0,0,22,0,0,26135
0,0,25,0,0,26138
0,0,19,0,0,26142
0,0,31,0,0,26145
0,0,16,0,0,26148
0,0,25,0,0,26152
0,0,16,0,0,26155
0,0,21,0,0,26158
0,0,17,0,0,26162
0,0,23,0,0,26165
0,0,27,0,0,26168
0,0,30,0,0,26172
0,0,19,0,0,26175
0,0,9,0,0,26178
0,0,31,0,0,26182
0,0,19,0,0,26186
0,0,26,0,0,26189
0,0,20,0,0,26192
0,0,21,0,0,26195
0,0,23,0,0,26199
0,0,25,0,0,26202
0,0,18,0,0,26206
0,0,22,0,0,26209
0,0,27,0,0,26212
0,0,5,0,0,26216
0,0,31,0,0,26219
0,0,8,0,0,26222
0,0,28,0,0,26226
0,0,18,0,0,26229
0,0,24,0,0,26232
0,0,27,0,0,26236
0,0,17,0,0,26239
0,0,14,0,0,26242
0,0,26,0,0,26246
0,0,27,0,0,26249
0,0,13,0,0,26252
0,0,28,0,0,26256
0,0,11,0,0,26259
0,0,27,0,0,26262
0,0,14,0,0,26266
0,0,17,0,0,26269
0,0,24,0,0,26272
0,0,27,0,0,26276
0,0,25,0,0,26279
0,0,8,0,0,26282
0,0,24,0,0,26286
0,0,15,0,0,26289
0,0,31,0,0,26292
0,0,24,0,0,26296
0,0,15,0,0,26299
0,0,28,0,0,26303
0,0,9,0,0,26306
0,0,27,0,0,26310
0,0,15,0,0,26313
0,0,30,0,0,26316
0,0,23,0,0,26320
0,0,23,0,0,26323
0,0,19,0,0,26326
0,0,24,0,0,26330
0,0,29,0,0,26333
0,0,14,0,0,26336
0,0,29,0,0,26340
0,0,11,0,0,26343
0,0,24,0,0,26346
0,0,20,0,0,26350
0,0,25,0,0,26353
0,0,19,0,0,26356
0,0,29,0,0,26360
0,0,13,0,0,26363
0,0,23,0,0,26366
0,0,30,0,0,26370
0,0,11,0,0,26373
0,0,36,0,0,26376
0,0,8,0,0,26380
0,0,30,0,0,26383
0,0,23,0,0,26386
0,0,16,0,0,26390
0,0,30,0,0,26393
0,0,19,0,0,26397
0,0,23,0,0,26400
0,0,18,0,0,26404
0,0,30,0,0,26407
0,0,13,0,0,26410
0,0,23,0,0,26413
0,0,10,0,0,26417
0,0,27,0,0,26420
0,0,22,0,0,26424
0,0,24,0,0,26427
0,0,27,0,0,26430
0,0,11,0,0,26434
0,0,25,0,0,26437
0,0,14,0,0,26440
0,0,23,0,0,26444
0,0,19,0,0,26447
0,0,27,0,0,26450
0,0,15,0,0,26454
0,0,23,0,0,26457
0,0,23,0,0,26460
0,0,17,0,0,26464
0,0,23,0,0,26467
0,0,20,0,0,26470
0,0,18,0,0,26474
0,0,15,0,0,26477
0,0,26,0,0,26480
0,0,17,0,0,26484
0,0,23,0,0,26487
0,0,18,0,0,26490
0,0,24,0,0,26494
0,0,19,0,0,26497
0,0,22,0,0,26500
0,0,22,0,0,26504
0,0,12,0,0,26507
0,0,26,0,0,26510
0,0,20,0,0,26514
0,0,27,0,0,26517
0,0,17,0,0,26520
0,0,28,0,0,26524
0,0,20,0,0,26527
0,0,26,0,0,26530
0,0,28,0,0,26534
0,0,14,0,0,26537
0,0,35,0,0,26540
0,0,18,0,0,26544
0,0,19,0,0,26547
0,0,13,0,0,26550
0,0,29,0,0,26554
0,0,27,0,0,26557
0,0,22,0,0,26560
0,0,31,0,0,26564
0,0,8,0,0,26567
0,0,31,0,0,26571
0,0,8,0,0,26574
0,0,32,0,0,26577
0,0,22,0,0,26580
0,0,20,0,0,26584
0,0,18,0,0,26588
0,0,20,0,0,26591
0,0,28,0,0,26594
0,0,6,0,0,26598
0,0,33,0,0,26601
0,0,11,0,0,26604
0,0,33,0,0,26608
0,0,24,0,0,26611
0,0,19,0,0,26614
0,0,27,0,0,26618
0,0,24,0,0,26621
0,0,24,0,0,26624
0,0,17,0,0,26628
0,0,22,0,0,26631
0,0,6,0,0,26634
0,0,28,0,0,26638
0,0,10,0,0,26641
0,0,27,0,0,26644
0,0,25,0,0,26648
0,0,8,0,0,26651
0,0,22,0,0,26654
0,0,15,0,0,26658
0,0,27,0,0,26661
0,0,19,0,0,26664
0,0,27,0,0,26668
0,0,19,0,0,26671
0,0,25,0,0,26674
0,0,19,0,0,26678
0,0,22,0,0,26681
0,0,31,0,0,26684
0,0,9,0,0,26688
0,0,33,0,0,26692
0,0,11,0,0,26695
0,0,29,0,0,26698
0,0,25,0,0,26702
0,0,13,0,0,26705
0,0,27,0,0,26708
0,0,22,0,0,26712
0,0,23,0,0,26715
0,0,24,0,0,26718
0,0,27,0,0,26722
0,0,19,0,0,26725
0,0,27,0,0,26728
0,0,28,0,0,26732
0,0,19,0,0,26735
0,0,17,0,0,26738
0,0,24,0,0,26742
0,0,22,0,0,26745
0,0,26,0,0,26748
0,0,15,0,0,26752
0,0,25,0,0,26755
0,0,26,0,0,26758
0,0,13,0,0,26762
0,0,27,0,0,26765
0,0,9,0,0,26768
0,0,19,0,0,26772
0,0,26,0,0,26775
0,0,30,0,0,26778
0,0,27,0,0,26782
0,0,14,0,0,26785
0,0,20,0,0,26789
0,0,12,0,0,26792
0,0,29,0,0,26795
0,0,20,0,0,26798
0,0,21,0,0,26802
0,0,17,0,0,26806
0,0,25,0,0,26809
0,0,31,0,0,26812
0,0,16,0,0,26816
0,0,29,0,0,26819
0,0,22,0,0,26822
0,0,26,0,0,26826
0,0,10,0,0,26829
0,0,21,0,0,26832
0,0,22,0,0,26836
0,0,23,0,0,26839
0,0,26,0,0,26842
0,0,15,0,0,26846
0,0,23,0,0,26849
0,0,12,0,0,26852
0,0,22,0,0,26856
0,0,24,0,0,26859
0,0,25,0,0,26862
0,0,22,0,0,26866
0,0,23,0,0,26869
0,0,23,0,0,26872
0,0,17,0,0,26876
0,0,27,0,0,26879
0,0,18,0,0,26882
0,0,32,0,0,26886
0,0,22,0,0,26889
0,0,30,0,0,26892
0,0,28,0,0,26896
0,0,14,0,0,26899
0,0,30,0,0,26902
0,0,15,0,0,26906
0,0,27,0,0,26909
0,0,25,0,0,26912
0,0,23,0,0,26916
0,0,11,0,0,26919
0,0,34,0,0,26922
0,0,25,0,0,26926
0,0,15,0,0,26929
0,0,30,0,0,26932
0,0,9,0,0,26936
0,0,27,0,0,26939
0,0,14,0,0,26942
0,0,26,0,0,26946
0,0,13,0,0,26949
0,0,29,0,0,26953
0,0,18,0,0,26956
0,0,29,0,0,26959
0,0,17,0,0,26962
0,0,21,0,0,26966
0,0,30,0,0,26969
0,0,5,0,0,26973
0,0,35,0,0,26976
0,0,5,0,0,26980
0,0,27,0,0,26983
0,0,29,0,0,26986
0,0,16,0,0,26989
0,0,20,0,0,26993
0,0,25,0,0,26996
0,0,26,0,0,27000
0,0,10,0,0,27003
0,0,26,0,0,27006
0,0,11,0,0,27010
0,0,32,0,0,27013
0,0,26,0,0,27016
0,0,18,0,0,27020
0,0,22,0,0,27023
0,0,18,0,0,27026
0,0,18,0,0,27030
0,0,27,0,0,27033
0,0,27,0,0,27036
0,0,15,0,0,27040
0,0,23,0,0,27043
0,0,21,0,0,27046
0,0,24,0,0,27050
0,0,20,0,0,27053
0,0,17,0,0,27056
0,0,26,0,0,27060
0,0,15,0,0,27063
0,0,21,0,0,27067
0,0,22,0,0,27070
0,0,24,0,0,27074
0,0,14,0,0,27077
0,0,26,0,0,27080
0,0,23,0,0,27084
0,0,20,0,0,27087
0,0,27,0,0,27090
0,0,18,0,0,27094
0,0,30,0,0,27097
0,0,14,0,0,27100
0,0,25,0,0,27104
0,0,16,0,0,27107
0,0,26,0,0,27110
0,0,17,0,0,27114
0,0,27,0,0,27117
0,0,21,0,0,27120
0,0,27,0,0,27124
0,0,25,0,0,27127
0,0,14,0,0,27130
0,0,33,0,0,27134
0,0,7,0,0,27137
0,0,29,0,0,27140
0,0,7,0,0,27144
0,0,34,0,0,27147
0,0,14,0,0,27151
0,0,20,0,0,27154
0,0,31,0,0,27157
0,0,13,0,0,27161
0,0,27,0,0,27164
0,0,11,0,0,27168
0,0,36,0,0,27171
0,0,9,0,0,27174
0,0,30,0,0,27177
0,0,9,0,0,27180
0,0,19,0,0,27184
0,0,34,0,0,27188
0,0,19,0,0,27191
0,0,28,0,0,27194
0,0,11,0,0,27198
0,0,33,0,0,27201
0,0,18,0,0,27204
0,0,21,0,0,27208
0,0,25,0,0,27211
0,0,26,0,0,27214
0,0,22,0,0,27218
0,0,22,0,0,27221
0,0,28,0,0,27224
0,0,14,0,0,27228
0,0,32,0,0,27231
0,0,14,0,0,27234
0,0,29,0,0,27238
0,0,18,0,0,27241
0,0,18,0,0,27244
0,0,18,0,0,27248
0,0,29,0,0,27251
0,0,28,0,0,27254
0,0,10,0,0,27258
0,0,39,0,0,27261
0,0,12,0,0,27264
0,0,31,0,0,27268
0,0,19,0,0,27271
0,0,15,0,0,27274
0,0,29,0,0,27278
0,0,22,0,0,27281
0,0,27,0,0,27284
0,0,11,0,0,27288
0,0,27,0,0,27291
0,0,15,0,0,27294
0,0,27,0,0,27298
0,0,16,0,0,27301
0,0,24,0,0,27304
0,0,20,0,0,27308
0,0,23,0,0,27312
0,0,26,0,0,27315
0,0,19,0,0,27318
0,0,22,0,0,27321
0,0,17,0,0,27325
0,0,24,0,0,27328
0,0,7,0,0,27332
0,0,27,0,0,27335
0,0,12,0,0,27338
0,0,23,0,0,27342
0,0,31,0,0,27345
0,0,9,0,0,27348
0,0,21,0,0,27352
0,0,13,0,0,27355
0,0,31,0,0,27358
0,0,18,0,0,27362
0,0,21,0,0,27365
0,0,12,0,0,27368
0,0,20,0,0,27372
0,0,23,0,0,27375
0,0,15,0,0,27378
0,0,30,0,0,27382
0,0,23,0,0,27385
0,0,29,0,0,27388
0,0,5,0,0,27392
0,0,24,0,0,27395
0,0,23,0,0,27398
0,0,26,0,0,27402
0,0,22,0,0,27406
0,0,23,0,0,27409
0,0,22,0,0,27412
0,0,17,0,0,27416
0,0,25,0,0,27419
0,0,10,0,0,27422
0,0,28,0,0,27426
0,0,19,0,0,27429
0,0,29,0,0,27432
0,0,20,0,0,27436
0,0,24,0,0,27439
0,0,24,0,0,27442
0,0,17,0,0,27446
0,0,33,0,0,27449
0,0,20,0,0,27452
0,0,31,0,0,27456
0,0,18,0,0,27459
0,0,27,0,0,27462
0,0,28,0,0,27466
0,0,25,0,0,27469
0,0,28,0,0,27472
0,0,12,0,0,27476
0,0,28,0,0,27479
0,0,11,0,0,27483
0,0,35,0,0,27486
0,0,14,0,0,27489
0,0,28,0,0,27492
0,0,19,0,0,27496
0,0,26,0,0,27499
0,0,25,0,0,27503
0,0,13,0,0,27506
0,0,21,0,0,27510
0,0,13,0,0,27513
0,0,39,0,0,27516
0,0,9,0,0,27520
0,0,23,0,0,27523
0,0,12,0,0,27526
0,0,22,0,0,27530
0,0,29,0,0,27533
0,0,15,0,0,27536
0,0,38,0,0,27540
0,0,14,0,0,27543
0,0,28,0,0,27546
0,0,13,0,0,27550
0,0,27,0,0,27553
0,0,16,0,0,27556
0,0,19,0,0,27560
0,0,24,0,0,27563
0,0,13,0,0,27566
0,0,18,0,0,27570
0,0,15,0,0,27573
0,0,25,0,0,27576
0,0,14,0,0,27580
0,0,20,0,0,27583
0,0,24,0,0,27586
0,0,20,0,0,27590
0,0,21,0,0,27593
0,0,17,0,0,27596
0,0,23,0,0,27600
0,0,24,0,0,27603
0,0,22,0,0,27606
0,0,29,0,0,27610
0,0,24,0,0,27613
0,0,15,0,0,27616
0,0,22,0,0,27620
0,0,23,0,0,27623
0,0,24,0,0,27627
0,0,22,0,0,27630
0,0,26,0,0,27633
0,0,22,0,0,27636
0,0,14,0,0,27640
0,0,30,0,0,27643
0,0,17,0,0,27647
0,0,26,0,0,27650
0,0,30,0,0,27654
0,0,12,0,0,27657
0,0,25,0,0,27660
0,0,17,0,0,27664
0,0,26,0,0,27667
0,0,12,0,0,27670
0,0,30,0,0,27674
0,0,8,0,0,27677
0,0,29,0,0,27680
0,0,11,0,0,27684
0,0,30,0,0,27687
0,0,27,0,0,27690
0,0,17,0,0,27694
0,0,26,0,0,27697
0,0,22,0,0,27700
0,0,22,0,0,27704
0,0,12,0,0,27707
0,0,27,0,0,27710
0,0,12,0,0,27714
0,0,35,0,0,27717
0,0,22,0,0,27720
0,0,23,0,0,27724
0,0,27,0,0,27727
0,0,4,0,0,27730
0,0,34,0,0,27734
0,0,12,0,0,27737
0,0,28,0,0,27741
0,0,8,0,0,27744
0,0,22,0,0,27748
0,0,17,0,0,27751
0,0,26,0,0,27754
0,0,34,0,0,27758
0,0,9,0,0,27761
0,0,30,0,0,27764
0,0,11,0,0,27768
0,0,26,0,0,27771
0,0,22,0,0,27774
0,0,24,0,0,27778
0,0,23,0,0,27781
0,0,23,0,0,27784
0,0,20,0,0,27788
0,0,22,0,0,27791
0,0,29,0,0,27794
0,0,14,0,0,27798
0,0,32,0,0,27801
0,0,16,0,0,27804
0,0,21,0,0,27808
0,0,30,0,0,27811
0,0,13,0,0,27815
0,0,34,0,0,27818
0,0,13,0,0,27821
0,0,24,0,0,27825
0,0,21,0,0,27828
0,0,29,0,0,27831
0,0,15,0,0,27835
0,0,27,0,0,27838
0,0,26,0,0,27842
0,0,15,0,0,27845
0,0,25,0,0,27848
0,0,22,0,0,27852
0,0,28,0,0,27855
0,0,17,0,0,27858
0,0,23,0,0,27862
0,0,16,0,0,27865
0,0,23,0,0,27868
0,0,20,0,0,27872
0,0,28,0,0,27875
0,0,10,0,0,27878
0,0,19,0,0,27882
0,0,25,0,0,27885
0,0,25,0,0,27888
0,0,21,0,0,27892
0,0,11,0,0,27895
0,0,23,0,0,27898
0,0,12,0,0,27902
0,0,24,0,0,27905
0,0,8,0,0,27908
0,0,28,0,0,27912
0,0,22,0,0,27915
0,0,27,0,0,27918
0,0,23,0,0,27922
0,0,12,0,0,27925
0,0,23,0,0,27928
0,0,17,0,0,27932
0,0,23,0,0,27935
0,0,19,0,0,27939
0,0,29,0,0,27942
0,0,12,0,0,27945
0,0,25,0,0,27948
0,0,28,0,0,27952
0,0,12,0,0,27955
0,0,28,0,0,27959
0,0,11,0,0,27962
0,0,22,0,0,27966
0,0,16,0,0,27969
0,0,31,0,0,27972
0,0,17,0,0,27976
0,0,33,0,0,27979
0,0,24,0,0,27982
0,0,14,0,0,27986
0,0,29,0,0,27989
0,0,14,0,0,27992
0,0,28,0,0,27996
0,0,12,0,0,27999
0,0,32,0,0,28002
0,0,28,0,0,28006
0,0,21,0,0,28009
0,0,24,0,0,28012
0,0,12,0,0,28016
0,0,31,0,0,28019
0,0,13,0,0,28022
0,0,32,0,0,28026
0,0,7,0,0,28029
0,0,32,0,0,28032
0,0,18,0,0,28036
0,0,17,0,0,28039
0,0,32,0,0,28042
0,0,10,0,0,28046
0,0,32,0,0,28049
0,0,14,0,0,28052
0,0,27,0,0,28056
0,0,16,0,0,28059
0,0,22,0,0,28062
0,0,16,0,0,28066
0,0,25,0,0,28069
0,0,21,0,0,28072
0,0,14,0,0,28076
0,0,33,0,0,28079
0,0,11,0,0,28083
0,0,31,0,0,28086
0,0,12,0,0,28089
0,0,21,0,0,28093
0,0,20,0,0,28096
0,0,20,0,0,28099
0,0,22,0,0,28103
0,0,17,0,0,28106
0,0,33,0,0,28110
0,0,4,0,0,28113
0,0,30,0,0,28116
0,0,21,0,0,28120
0,0,23,0,0,28123
0,0,31,0,0,28126
0,0,19,0,0,28130
0,0,22,0,0,28133
0,0,18,0,0,28136
0,0,22,0,0,28140
0,0,19,0,0,28143
0,0,28,0,0,28146
0,0,18,0,0,28150
0,0,24,0,0,28153
0,0,20,0,0,28156
0,0,24,0,0,28160
0,0,21,0,0,28163
0,0,21,0,0,28166
0,0,23,0,0,28170
0,0,21,0,0,28174
0,0,23,0,0,28177
0,0,26,0,0,28180
0,0,24,0,0,28184
0,0,14,0,0,28187
0,0,31,0,0,28190
0,0,11,0,0,28194
0,0,25,0,0,28197
0,0,25,0,0,28200
0,0,23,0,0,28204
0,0,31,0,0,28207
0,0,14,0,0,28210
0,0,23,0,0,28214
0,0,7,0,0,28217
0,0,35,0,0,28220
0,0,17,0,0,28224
0,0,25,0,0,28227
0,0,11,0,0,28230
0,0,19,0,0,28234
0,0,32,0,0,28237
0,0,16,0,0,28240
0,0,28,0,0,28244
0,0,7,0,0,28247
0,0,28,0,0,28250
0,0,20,0,0,28254
0,0,24,0,0,28257
0,0,23,0,0,28260
0,0,23,0,0,28264
0,0,12,0,0,28267
0,0,21,0,0,28270
0,0,34,0,0,28274
0,0,14,0,0,28277
0,0,33,0,0,28280
0,0,18,0,0,28284
0,0,28,0,0,28287
0,0,19,0,0,28290
0,0,22,0,0,28294
0,0,25,0,0,28297
0,0,13,0,0,28301
0,0,31,0,0,28304
0,0,10,0,0,28307
0,0,23,0,0,28310
0,0,16,0,0,28314
0,0,18,0,0,28318
0,0,22,0,0,28321
0,0,20,0,0,28324
0,0,24,0,0,28327
0,0,31,0,0,28330
0,0,22,0,0,28334
0,0,9,0,0,28337
0,0,30,0,0,28341
0,0,30,0,0,28344
0,0,17,0,0,28348
0,0,23,0,0,28351
0,0,26,0,0,28354
0,0,22,0,0,28358
0,0,22,0,0,28361
0,0,28,0,0,28364
0,0,17,0,0,28368
0,0,32,0,0,28371
0,0,23,0,0,28374
0,0,21,0,0,28378
0,0,19,0,0,28381
0,0,17,0,0,28384
0,0,24,0,0,28388
0,0,24,0,0,28391
0,0,32,0,0,28394
0,0,4,0,0,28398
0,0,29,0,0,28401
0,0,13,0,0,28404
0,0,27,0,0,28408
0,0,25,0,0,28411
0,0,19,0,0,28414
0,0,27,0,0,28418
0,0,13,0,0,28421
0,0,30,0,0,28424
0,0,15,0,0,28428
0,0,23,0,0,28431
0,0,11,0,0,28434
0,0,27,0,0,28438
0,0,20,0,0,28442
0,0,19,0,0,28445
0,0,20,0,0,28448
0,0,13,0,0,28451
0,0,22,0,0,28455
0,0,24,0,0,28458
0,0,21,0,0,28462
0,0,23,0,0,28465
0,0,22,0,0,28468
0,0,13,0,0,28472
0,0,28,0,0,28475
0,0,16,0,0,28478
0,0,25,0,0,28482
0,0,18,0,0,28485
0,0,20,0,0,28488
0,0,19,0,0,28492
0,0,28,0,0,28495
0,0,31,0,0,28498
0,0,6,0,0,28502
0,0,27,0,0,28505
0,0,16,0,0,28508
0,0,29,0,0,28512
0,0,21,0,0,28516
0,0,18,0,0,28518
0,0,26,0,0,28522
0,0,21,0,0,28525
0,0,25,0,0,28529
0,0,22,0,0,28532
0,0,22,0,0,28536
0,0,22,0,0,28539
0,0,24,0,0,28542
0,0,26,0,0,28546
0,0,24,0,0,28549
0,0,26,0,0,28552
0,0,20,0,0,28556
0,0,24,0,0,28559
0,0,17,0,0,28562
0,0,32,0,0,28566
0,0,16,0,0,28569
0,0,32,0,0,28572
0,0,24,0,0,28576
0,0,23,0,0,28579
0,0,16,0,0,28582
0,0,10,0,0,28586
0,0,43,0,0,28589
0,0,7,0,0,28592
0,0,39,0,0,28596
0,0,4,0,0,28599
0,0,27,0,0,28602
0,0,43,0,0,28606
0,0,15,0,0,28609
0,0,16,0,0,28613
0,0,25,0,0,28616
0,0,28,0,0,28619
0,0,8,0,0,28622
0,0,26,0,0,28626
0,0,19,0,0,28630
0,0,28,0,0,28633
0,0,16,0,0,28636
0,0,35,0,0,28640
0,0,27,0,0,28643
0,0,17,0,0,28646
0,0,28,0,0,28650
0,0,13,0,0,28653
0,0,30,0,0,28656
0,0,16,0,0,28660
0,0,23,0,0,28663
0,0,15,0,0,28666
0,0,25,0,0,28670
0,0,19,0,0,28673
0,0,21,0,0,28676
0,0,29,0,0,28680
0,0,6,0,0,28683
0,0,31,0,0,28686
0,0,19,0,0,28690
0,0,22,0,0,28693
0,0,18,0,0,28696
0,0,21,0,0,28700
0,0,25,0,0,28703
0,0,21,0,0,28706
0,0,23,0,0,28710
0,0,19,0,0,28713
0,0,22,0,0,28716
0,0,19,0,0,28720
0,0,27,0,0,28723
0,0,22,0,0,28726
0,0,24,0,0,28730
0,0,19,0,0,28733
0,0,21,0,0,28736
0,0,21,0,0,28740
0,0,24,0,0,28743
0,0,24,0,0,28746
0,0,9,0,0,28750
0,0,32,0,0,28753
0,0,10,0,0,28757
0,0,27,0,0,28760
0,0,23,0,0,28763
0,0,21,0,0,28766
0,0,22,0,0,28770
0,0,23,0,0,28773
0,0,25,0,0,28777
0,0,8,0,0,28780
0,0,33,0,0,28783
0,0,11,0,0,28787
0,0,32,0,0,28790
0,0,12,0,0,28793
0,0,21,0,0,28797
0,0,30,0,0,28800
0,0,11,0,0,28804
0,0,36,0,0,28807
0,0,11,0,0,28810
0,0,27,0,0,28814
0,0,11,0,0,28817
0,0,27,0,0,28820
0,0,16,0,0,28824
0,0,27,0,0,28827
0,0,17,0,0,28830
0,0,20,0,0,28834
0,0,26,0,0,28837
0,0,9,0,0,28840
0,0,30,0,0,28844
0,0,9,0,0,28847
0,0,29,0,0,28850
0,0,11,0,0,28854
0,0,24,0,0,28857
0,0,16,0,0,28860
0,0,23,0,0,28864
0,0,32,0,0,28867
0,0,16,0,0,28871
0,0,26,0,0,28874
0,0,12,0,0,28878
0,0,28,0,0,28881
0,0,20,0,0,28884
0,0,23,0,0,28887
0,0,23,0,0,28891
0,0,22,0,0,28894
0,0,25,0,0,28898
0,0,22,0,0,28901
0,0,28,0,0,28904
0,0,12,0,0,28908
0,0,28,0,0,28911
0,0,15,0,0,28914
0,0,23,0,0,28918
0,0,31,0,0,28921
0,0,13,0,0,28924
0,0,28,0,0,28928
0,0,20,0,0,28931
0,0,17,0,0,28934
0,0,19,0,0,28938
0,0,31,0,0,28941
0,0,15,0,0,28944
0,0,29,0,0,28948
0,0,3,0,0,28951
0,0,18,0,0,28954
0,0,27,0,0,28958
0,0,20,0,0,28961
0,0,36,0,0,28965
0,0,9,0,0,28968
0,0,24,0,0,28971
0,0,11,0,0,28975
0,0,25,0,0,28978
0,0,28,0,0,28981
0,0,25,0,0,28984
0,0,19,0,0,28988
0,0,10,0,0,28992
0,0,23,0,0,28995
0,0,13,0,0,28998
0,0,36,0,0,29001
0,0,15,0,0,29005
0,0,24,0,0,29008
0,0,23,0,0,29012
0,0,20,0,0,29015
0,0,17,0,0,29018
0,0,28,0,0,29022
0,0,25,0,0,29025
0,0,22,0,0,29028
0,0,26,0,0,29032
0,0,19,0,0,29035
0,0,24,0,0,29038
0,0,12,0,0,29042
0,0,21,0,0,29045
0,0,17,0,0,29048
0,0,34,0,0,29052
0,0,11,0,0,29055
0,0,25,0,0,29058
0,0,23,0,0,29062
0,0,19,0,0,29065
0,0,24,0,0,29068
0,0,22,0,0,29072
0,0,28,0,0,29075
0,0,10,0,0,29078
0,0,25,0,0,29082
0,0,31,0,0,29085
0,0,16,0,0,29088
0,0,22,0,0,29092
0,0,24,0,0,29095
0,0,23,0,0,29098
0,0,17,0,0,29102
0,0,23,0,0,29105
0,0,19,0,0,29108
0,0,28,0,0,29112
0,0,27,0,0,29115
0,0,15,0,0,29118
0,0,27,0,0,29122
0,0,15,0,0,29125
0,0,28,0,0,29128
0,0,14,0,0,29132
0,0,24,0,0,29135
0,0,14,0,0,29138
0,0,23,0,0,29142
0,0,29,0,0,29145
0,0,14,0,0,29148
0,0,26,0,0,29152
0,0,11,0,0,29155
0,0,34,0,0,29159
0,0,14,0,0,29162
0,0,35,0,0,29166
0,0,8,0,0,29169
0,0,18,0,0,29172
0,0,30,0,0,29176
0,0,19,0,0,29179
0,0,29,0,0,29182
0,0,2,0,0,29186
0,0,27,0,0,29189
0,0,21,0,0,29192
0,0,29,0,0,29196
0,0,23,0,0,29199
0,0,28,0,0,29202
0,0,22,0,0,29206
