反射光センサー, ジャイロ角度, ジャイロセンサ角速度,ターン,P,モータ角位置
0,0,3,-13,-13,-4314
0,0,5,-13,-13,-4317
0,0,-1,-13,-13,-4320
0,0,7,-13,-13,-4324
0,0,1,-13,-13,-4327
0,0,13,-13,-13,-4330
0,0,-1,-13,-13,-4334
0,0,8,-13,-13,-4337
0,0,0,-13,-13,-4341
0,0,6,-13,-13,-4344
0,0,7,-13,-13,-4347
0,0,-2,-13,-13,-4350
0,0,11,-13,-13,-4354
0,0,-5,-13,-13,-4358
0,0,6,-13,-13,-4361
0,0,4,-13,-13,-4364
0,0,11,-13,-13,-4367
0,0,8,-13,-13,-4370
0,0,1,-13,-13,-4374
0,0,14,-13,-13,-4378
0,0,2,-13,-13,-4381
0,0,2,-13,-13,-4384
0,0,-8,-13,-13,-4387
0,0,23,-13,-13,-4391
0,0,1,-13,-13,-4394
0,0,5,-13,-13,-4397
0,0,10,-13,-13,-4401
0,0,0,-13,-13,-4404
0,0,6,-13,-13,-4408
0,0,1,-13,-13,-4411
0,0,4,-13,-13,-4414
0,0,-3,-13,-13,-4417
0,0,16,-13,-13,-4420
0,0,-2,-13,-13,-4424
0,0,9,-13,-13,-4428
0,0,7,-13,-13,-4431
0,0,4,-13,-13,-4434
0,0,1,-13,-13,-4437
0,0,-6,-13,-13,-4441
0,0,17,-13,-13,-4444
0,0,-6,-13,-13,-4447
0,0,17,-13,-13,-4451
0,0,12,-13,-13,-4454
0,0,2,-13,-13,-4458
0,0,7,-13,-13,-4461
0,0,0,-13,-13,-4464
0,0,5,-13,-13,-4467
0,0,-1,-13,-13,-4470
0,0,11,-13,-13,-4474
0,0,5,-13,-13,-4477
0,0,7,-13,-13,-4480
0,0,9,-13,-13,-4484
0,0,0,-13,-13,-4487
0,0,2,-13,-13,-4490
0,0,6,-13,-13,-4494
0,0,0,-13,-13,-4497
0,0,0,-13,-13,-4500
0,0,9,-13,-13,-4504
0,0,-2,-13,-13,-4507
0,0,11,-13,-13,-4510
0,0,4,-13,-13,-4514
0,0,7,-13,-13,-4517
0,0,5,-13,-13,-4520
0,0,0,-13,-13,-4524
0,0,8,-13,-13,-4527
0,0,-2,-13,-13,-4530
0,0,15,-13,-13,-4533
0,0,-4,-13,-13,-4536
0,0,15,-13,-13,-4540
0,0,-1,-13,-13,-4543
0,0,0,-13,-13,-4546
0,0,6,-13,-13,-4550
0,0,8,-13,-13,-4553
0,0,10,-13,-13,-4556
0,0,-9,-13,-13,-4560
0,0,22,-13,-13,-4563
0,0,-5,-13,-13,-4566
0,0,1,-13,-13,-4570
0,0,2,-13,-13,-4573
0,0,7,-13,-13,-4576
0,0,11,-13,-13,-4580
0,0,-3,-13,-13,-4583
0,0,9,-13,-13,-4586
0,0,3,-13,-13,-4590
0,0,11,-13,-13,-4593
0,0,5,-13,-13,-4596
0,0,-2,-13,-13,-4600
0,0,0,-13,-13,-4603
0,0,13,-13,-13,-4606
0,0,5,-13,-13,-4610
0,0,1,-13,-13,-4613
0,0,12,-13,-13,-4616
0,0,-5,-13,-13,-4620
0,0,1,-13,-13,-4623
0,0,-2,-13,-13,-4626
0,0,6,-13,-13,-4630
0,0,13,-13,-13,-4633
0,0,1,-13,-13,-4636
0,0,13,-13,-13,-4640
0,0,-1,-13,-13,-4643
0,0,14,-13,-13,-4646
0,0,-8,-13,-13,-4650
0,0,10,-13,-13,-4653
0,0,0,-13,-13,-4656
0,0,10,-13,-13,-4659
0,0,11,-13,-13,-4663
0,0,-6,-13,-13,-4666
0,0,12,-13,-13,-4670
0,0,-4,-13,-13,-4673
0,0,6,-13,-13,-4676
0,0,1,-13,-13,-4680
0,0,10,-13,-13,-4683
0,0,4,-13,-13,-4686
0,0,11,-13,-13,-4690
0,0,7,-13,-13,-4693
0,0,-2,-13,-13,-4696
0,0,6,-13,-13,-4700
0,0,1,-13,-13,-4703
0,0,7,-13,-13,-4706
0,0,1,-13,-13,-4710
0,0,4,-13,-13,-4713
0,0,-1,-13,-13,-4716
0,0,10,-13,-13,-4720
0,0,5,-13,-13,-4723
0,0,8,-13,-13,-4726
0,0,2,-13,-13,-4730
0,0,-1,-13,-13,-4733
0,0,21,-13,-13,-4736
0,0,-5,-13,-13,-4740
0,0,10,-13,-13,-4743
0,0,7,-13,-13,-4746
0,0,12,-13,-13,-4750
0,0,5,-13,-13,-4753
0,0,0,-13,-13,-4756
0,0,14,-13,-13,-4760
0,0,-4,-13,-13,-4763
0,0,9,-13,-13,-4766
0,0,1,-13,-13,-4770
0,0,4,-13,-13,-4773
0,0,-2,-13,-13,-4776
0,0,12,-13,-13,-4780
0,0,3,-13,-13,-4783
0,0,6,-13,-13,-4786
0,0,12,-13,-13,-4790
0,0,-6,-13,-13,-4793
0,0,12,-13,-13,-4796
0,0,-1,-13,-13,-4800
0,0,12,-13,-13,-4803
0,0,0,-13,-13,-4806
0,0,9,-13,-13,-4810
0,0,5,-13,-13,-4813
0,0,-1,-13,-13,-4816
0,0,13,-13,-13,-4820
0,0,-5,-13,-13,-4823
0,0,7,-13,-13,-4826
0,0,4,-13,-13,-4830
0,0,8,-13,-13,-4833
0,0,5,-13,-13,-4836
0,0,2,-13,-13,-4840
0,0,7,-13,-13,-4843
0,0,3,-13,-13,-4846
0,0,8,-13,-13,-4849
0,0,0,-13,-13,-4853
0,0,11,-13,-13,-4856
0,0,2,-13,-13,-4859
0,0,5,-13,-13,-4863
0,0,0,-13,-13,-4866
0,0,9,-13,-13,-4869
0,0,7,-13,-13,-4872
0,0,2,-13,-13,-4876
0,0,7,-13,-13,-4879
0,0,-3,-13,-13,-4882
0,0,8,-13,-13,-4886
0,0,-1,-13,-13,-4889
0,0,7,-13,-13,-4892
0,0,5,-13,-13,-4896
0,0,10,-13,-13,-4899
0,0,9,-13,-13,-4902
0,0,-1,-13,-13,-4906
0,0,16,-13,-13,-4909
0,0,-6,-13,-13,-4912
0,0,10,-13,-13,-4916
0,0,-1,-13,-13,-4919
0,0,14,-13,-13,-4922
0,0,11,-13,-13,-4926
0,0,1,-13,-13,-4929
0,0,7,-13,-13,-4932
0,0,3,-13,-13,-4936
0,0,6,-13,-13,-4939
0,0,-3,-13,-13,-4942
0,0,14,-13,-13,-4945
0,0,-1,-13,-13,-4948
0,0,14,-13,-13,-4952
0,0,0,-13,-13,-4955
0,0,5,-13,-13,-4959
0,0,0,-13,-13,-4962
0,0,-1,-13,-13,-4965
0,0,19,-13,-13,-4968
0,0,-10,-13,-13,-4972
0,0,21,-13,-13,-4975
0,0,5,-13,-13,-4978
0,0,1,-13,-13,-4982
0,0,15,-13,-13,-4985
0,0,-1,-13,-13,-4988
0,0,7,-13,-13,-4992
0,0,2,-13,-13,-4995
0,0,15,-13,-13,-4998
0,0,-10,-13,-13,-5002
0,0,13,-13,-13,-5005
0,0,17,-13,-13,-5009
0,0,3,-13,-13,-5012
0,0,7,-13,-13,-5015
0,0,-1,-13,-13,-5018
0,0,12,-13,-13,-5022
0,0,-8,-13,-13,-5025
0,0,14,-13,-13,-5028
0,0,7,-13,-13,-5032
0,0,5,-13,-13,-5035
0,0,11,-13,-13,-5038
0,0,0,-13,-13,-5042
0,0,8,-13,-13,-5045
0,0,-5,-13,-13,-5048
0,0,6,-13,-13,-5052
0,0,6,-13,-13,-5055
0,0,5,-13,-13,-5059
0,0,4,-13,-13,-5062
0,0,5,-13,-13,-5065
0,0,-4,-13,-13,-5068
0,0,10,-13,-13,-5072
0,0,5,-13,-13,-5075
0,0,-1,-13,-13,-5079
0,0,6,-13,-13,-5082
0,0,6,-13,-13,-5085
0,0,9,-13,-13,-5088
0,0,-3,-13,-13,-5092
0,0,12,-13,-13,-5096
0,0,3,-13,-13,-5099
0,0,7,-13,-13,-5102
0,0,3,-13,-13,-5106
0,0,6,-13,-13,-5109
0,0,5,-13,-13,-5112
0,0,0,-13,-13,-5115
0,0,13,-13,-13,-5119
0,0,-3,-13,-13,-5122
0,0,8,-13,-13,-5126
0,0,-5,-13,-13,-5129
0,0,14,-13,-13,-5132
0,0,1,-13,-13,-5136
0,0,6,-13,-13,-5139
0,0,4,-13,-13,-5142
0,0,-3,-13,-13,-5146
0,0,14,-13,-13,-5149
0,0,-5,-13,-13,-5152
0,0,11,-13,-13,-5156
0,0,4,-13,-13,-5159
0,0,11,-13,-13,-5162
0,0,10,-13,-13,-5166
0,0,-4,-13,-13,-5169
0,0,11,-13,-13,-5172
0,0,-10,-13,-13,-5176
0,0,13,-13,-13,-5179
0,0,2,-13,-13,-5182
0,0,12,-13,-13,-5185
0,0,6,-13,-13,-5189
0,0,12,-13,-13,-5192
0,0,13,-13,-13,-5196
0,0,-13,-13,-13,-5199
0,0,14,-13,-13,-5202
0,0,0,-13,-13,-5205
0,0,7,-13,-13,-5208
0,0,10,-13,-13,-5212
0,0,3,-13,-13,-5215
0,0,5,-13,-13,-5218
0,0,0,-13,-13,-5222
0,0,2,-13,-13,-5225
0,0,6,-13,-13,-5228
0,0,5,-13,-13,-5232
0,0,1,-13,-13,-5235
0,0,15,-13,-13,-5238
0,0,-3,-13,-13,-5242
0,0,8,-13,-13,-5245
0,0,8,-13,-13,-5248
0,0,10,-13,-13,-5252
0,0,9,-13,-13,-5255
0,0,-11,-13,-13,-5258
0,0,19,-13,-13,-5262
0,0,0,-13,-13,-5265
0,0,7,-13,-13,-5268
0,0,2,-13,-13,-5272
0,0,6,-13,-13,-5275
0,0,6,-13,-13,-5278
0,0,4,-13,-13,-5281
0,0,17,-13,-13,-5285
0,0,-5,-13,-13,-5288
0,0,7,-13,-13,-5291
0,0,4,-13,-13,-5295
0,0,10,-13,-13,-5298
0,0,2,-13,-13,-5301
0,0,9,-13,-13,-5304
0,0,12,-13,-13,-5308
0,0,0,-13,-13,-5311
0,0,13,-13,-13,-5314
0,0,-4,-13,-13,-5318
0,0,7,-13,-13,-5321
0,0,0,-13,-13,-5324
0,0,11,-13,-13,-5328
0,0,-1,-13,-13,-5331
0,0,5,-13,-13,-5334
0,0,9,-13,-13,-5338
0,0,-1,-13,-13,-5341
0,0,8,-13,-13,-5344
0,0,5,-13,-13,-5348
0,0,8,-13,-13,-5351
0,0,-10,-13,-13,-5354
0,0,16,-13,-13,-5358
0,0,10,-13,-13,-5361
0,0,1,-13,-13,-5364
0,0,13,-13,-13,-5368
0,0,-4,-13,-13,-5371
0,0,10,-13,-13,-5374
0,0,7,-13,-13,-5378
0,0,6,-13,-13,-5381
0,0,0,-13,-13,-5384
0,0,6,-13,-13,-5388
0,0,10,-13,-13,-5391
0,0,-5,-13,-13,-5394
0,0,8,-13,-13,-5398
0,0,7,-13,-13,-5401
0,0,2,-13,-13,-5404
0,0,6,-13,-13,-5408
0,0,7,-13,-13,-5411
0,0,4,-13,-13,-5415
0,0,14,-13,-13,-5418
0,0,-6,-13,-13,-5421
0,0,13,-13,-13,-5424
0,0,6,-13,-13,-5428
0,0,5,-13,-13,-5431
0,0,7,-13,-13,-5434
0,0,-1,-13,-13,-5438
0,0,12,-13,-13,-5441
0,0,-2,-13,-13,-5444
0,0,17,-13,-13,-5448
0,0,5,-13,-13,-5451
0,0,6,-13,-13,-5454
0,0,8,-13,-13,-5458
0,0,2,-13,-13,-5462
0,0,7,-13,-13,-5465
0,0,-3,-13,-13,-5468
0,0,17,-13,-13,-5471
0,0,-7,-13,-13,-5475
0,0,12,-13,-13,-5478
0,0,2,-13,-13,-5482
0,0,5,-13,-13,-5485
0,0,1,-13,-13,-5488
0,0,10,-13,-13,-5492
0,0,6,-13,-13,-5495
0,0,0,-13,-13,-5498
0,0,7,-13,-13,-5502
0,0,-3,-13,-13,-5505
0,0,16,-13,-13,-5508
0,0,5,-13,-13,-5512
0,0,7,-13,-13,-5515
0,0,3,-13,-13,-5518
0,0,7,-13,-13,-5521
0,0,7,-13,-13,-5525
0,0,-7,-13,-13,-5528
0,0,12,-13,-13,-5532
0,0,-1,-13,-13,-5535
0,0,14,-13,-13,-5538
0,0,6,-13,-13,-5541
0,0,7,-13,-13,-5544
0,0,19,-13,-13,-5548
0,0,-1,-13,-13,-5551
0,0,12,-13,-13,-5555
0,0,-4,-13,-13,-5558
0,0,14,-13,-13,-5561
0,0,12,-13,-13,-5565
0,0,4,-13,-13,-5568
0,0,4,-13,-13,-5571
0,0,8,-13,-13,-5574
0,0,10,-13,-13,-5578
0,0,0,-13,-13,-5581
0,0,7,-13,-13,-5584
0,0,1,-13,-13,-5588
0,0,8,-13,-13,-5591
0,0,1,-13,-13,-5594
0,0,9,-13,-13,-5598
0,0,6,-13,-13,-5601
0,0,6,-13,-13,-5604
0,0,6,-13,-13,-5608
0,0,-5,-13,-13,-5611
0,0,12,-13,-13,-5614
0,0,0,-13,-13,-5618
0,0,8,-13,-13,-5621
0,0,0,-13,-13,-5624
0,0,8,-13,-13,-5628
0,0,5,-13,-13,-5631
0,0,3,-13,-13,-5634
0,0,2,-13,-13,-5638
0,0,6,-13,-13,-5641
0,0,8,-13,-13,-5644
0,0,-5,-13,-13,-5647
0,0,11,-13,-13,-5651
0,0,-1,-13,-13,-5654
0,0,14,-13,-13,-5657
0,0,6,-13,-13,-5660
0,0,1,-13,-13,-5664
0,0,3,-13,-13,-5667
0,0,0,-13,-13,-5670
0,0,13,-13,-13,-5674
0,0,-1,-13,-13,-5677
0,0,9,-13,-13,-5680
0,0,-1,-13,-13,-5684
0,0,11,-13,-13,-5687
0,0,3,-13,-13,-5690
0,0,2,-13,-13,-5694
0,0,14,-13,-13,-5697
0,0,-1,-13,-13,-5700
0,0,12,-13,-13,-5704
0,0,-5,-13,-13,-5707
0,0,13,-13,-13,-5710
0,0,0,-13,-13,-5714
0,0,15,-13,-13,-5717
0,0,10,-13,-13,-5720
0,0,1,-13,-13,-5724
0,0,16,-13,-13,-5727
0,0,-2,-13,-13,-5730
0,0,11,-13,-13,-5734
0,0,-5,-13,-13,-5737
0,0,17,-13,-13,-5740
0,0,4,-13,-13,-5744
0,0,5,-13,-13,-5747
0,0,15,-13,-13,-5750
0,0,-4,-13,-13,-5754
0,0,8,-13,-13,-5757
0,0,2,-13,-13,-5760
0,0,3,-13,-13,-5764
0,0,-4,-13,-13,-5767
0,0,12,-13,-13,-5770
0,0,8,-13,-13,-5774
0,0,0,-13,-13,-5777
0,0,11,-13,-13,-5780
0,0,5,-13,-13,-5784
0,0,7,-13,-13,-5787
0,0,4,-13,-13,-5790
0,0,-2,-13,-13,-5794
0,0,5,-13,-13,-5797
0,0,4,-13,-13,-5800
0,0,5,-13,-13,-5804
0,0,16,-13,-13,-5807
0,0,-9,-13,-13,-5810
0,0,12,-13,-13,-5814
0,0,3,-13,-13,-5817
0,0,6,-13,-13,-5821
0,0,13,-13,-13,-5824
0,0,-5,-13,-13,-5827
0,0,15,-13,-13,-5830
0,0,-5,-13,-13,-5834
0,0,10,-13,-13,-5837
0,0,5,-13,-13,-5841
0,0,2,-13,-13,-5844
0,0,6,-13,-13,-5847
0,0,-6,-13,-13,-5851
0,0,8,-13,-13,-5854
0,0,-1,-13,-13,-5857
0,0,12,-13,-13,-5860
0,0,-5,-13,-13,-5864
0,0,14,-13,-13,-5868
0,0,11,-13,-13,-5871
0,0,4,-13,-13,-5874
0,0,10,-13,-13,-5877
0,0,1,-13,-13,-5881
0,0,17,-13,-13,-5884
0,0,-1,-13,-13,-5887
0,0,16,-13,-13,-5891
0,0,4,-13,-13,-5894
0,0,6,-13,-13,-5898
0,0,9,-13,-13,-5901
0,0,2,-13,-13,-5904
0,0,11,-13,-13,-5907
0,0,-3,-13,-13,-5910
0,0,13,-13,-13,-5914
0,0,0,-13,-13,-5917
0,0,9,-13,-13,-5920
0,0,7,-13,-13,-5924
0,0,8,-13,-13,-5927
0,0,3,-13,-13,-5930
0,0,1,-13,-13,-5934
0,0,10,-13,-13,-5937
0,0,-1,-13,-13,-5940
0,0,11,-13,-13,-5944
0,0,-3,-13,-13,-5947
0,0,12,-13,-13,-5950
0,0,5,-13,-13,-5954
0,0,9,-13,-13,-5957
0,0,7,-13,-13,-5960
0,0,0,-13,-13,-5964
0,0,10,-13,-13,-5967
0,0,9,-13,-13,-5970
0,0,5,-13,-13,-5974
0,0,3,-13,-13,-5977
0,0,11,-13,-13,-5980
0,0,-1,-13,-13,-5984
0,0,11,-13,-13,-5987
0,0,10,-13,-13,-5990
0,0,-1,-13,-13,-5994
0,0,15,-13,-13,-5997
0,0,-9,-13,-13,-6000
0,0,16,-13,-13,-6003
0,0,5,-13,-13,-6006
0,0,6,-13,-13,-6010
0,0,8,-13,-13,-6013
0,0,5,-13,-13,-6016
0,0,10,-13,-13,-6020
0,0,-5,-13,-13,-6023
0,0,5,-13,-13,-6026
0,0,4,-13,-13,-6030
0,0,11,-13,-13,-6033
0,0,1,-13,-13,-6036
0,0,1,-13,-13,-6040
0,0,-3,-13,-13,-6043
0,0,8,-13,-13,-6046
0,0,5,-13,-13,-6050
0,0,1,-13,-13,-6053
0,0,13,-13,-13,-6056
0,0,-2,-13,-13,-6060
0,0,8,-13,-13,-6063
0,0,0,-13,-13,-6066
0,0,12,-13,-13,-6070
0,0,7,-13,-13,-6073
0,0,7,-13,-13,-6076
0,0,9,-13,-13,-6080
0,0,-5,-13,-13,-6083
0,0,11,-13,-13,-6086
0,0,-3,-13,-13,-6090
0,0,13,-13,-13,-6093
0,0,0,-13,-13,-6096
0,0,16,-13,-13,-6100
0,0,-1,-13,-13,-6103
0,0,3,-13,-13,-6106
0,0,14,-13,-13,-6110
0,0,-6,-13,-13,-6113
0,0,13,-13,-13,-6116
0,0,-3,-13,-13,-6120
0,0,12,-13,-13,-6123
0,0,0,-13,-13,-6126
0,0,10,-13,-13,-6130
0,0,14,-13,-13,-6133
0,0,-8,-13,-13,-6136
0,0,8,-13,-13,-6140
0,0,3,-13,-13,-6143
0,0,7,-13,-13,-6146
0,0,-1,-13,-13,-6150
0,0,7,-13,-13,-6153
0,0,8,-13,-13,-6156
0,0,3,-13,-13,-6160
0,0,4,-13,-13,-6163
0,0,1,-13,-13,-6166
0,0,8,-13,-13,-6170
0,0,5,-13,-13,-6173
0,0,8,-13,-13,-6176
0,0,-3,-13,-13,-6180
0,0,20,-13,-13,-6183
0,0,14,-13,-13,-6187
0,0,0,-13,-13,-6190
0,0,7,-13,-13,-6193
0,0,2,-13,-13,-6196
0,0,9,-13,-13,-6200
0,0,3,-13,-13,-6204
0,0,5,-13,-13,-6207
0,0,2,-13,-13,-6210
0,0,5,-13,-13,-6213
0,0,-4,-13,-13,-6216
0,0,13,-13,-13,-6220
0,0,5,-13,-13,-6223
0,0,3,-13,-13,-6227
0,0,11,-13,-13,-6230
0,0,-1,-13,-13,-6233
0,0,7,-13,-13,-6237
0,0,5,-13,-13,-6240
0,0,8,-13,-13,-6243
0,0,1,-13,-13,-6246
0,0,6,-13,-13,-6250
0,0,6,-13,-13,-6253
0,0,8,-13,-13,-6256
0,0,7,-13,-13,-6260
0,0,5,-13,-13,-6263
0,0,12,-13,-13,-6266
0,0,-3,-13,-13,-6270
0,0,13,-13,-13,-6273
0,0,-4,-13,-13,-6276
0,0,10,-13,-13,-6280
0,0,10,-13,-13,-6283
0,0,2,-13,-13,-6286
0,0,12,-13,-13,-6290
0,0,-1,-13,-13,-6293
0,0,6,-13,-13,-6296
0,0,0,-13,-13,-6300
0,0,9,-13,-13,-6303
0,0,6,-13,-13,-6306
0,0,8,-13,-13,-6310
0,0,2,-13,-13,-6313
0,0,5,-13,-13,-6316
0,0,8,-13,-13,-6320
0,0,-5,-13,-13,-6323
0,0,9,-13,-13,-6326
0,0,-4,-13,-13,-6330
0,0,10,-13,-13,-6333
0,0,0,-13,-13,-6336
0,0,12,-13,-13,-6339
0,0,10,-13,-13,-6343
0,0,-9,-13,-13,-6346
0,0,14,-13,-13,-6350
0,0,-5,-13,-13,-6353
0,0,7,-13,-13,-6356
0,0,-1,-13,-13,-6359
0,0,14,-13,-13,-6362
0,0,6,-13,-13,-6366
0,0,6,-13,-13,-6369
0,0,22,-13,-13,-6372
0,0,-14,-13,-13,-6376
0,0,17,-13,-13,-6379
0,0,0,-13,-13,-6382
0,0,9,-13,-13,-6386
0,0,4,-13,-13,-6389
0,0,11,-13,-13,-6392
0,0,11,-13,-13,-6396
0,0,-3,-13,-13,-6399
0,0,7,-13,-13,-6402
0,0,5,-13,-13,-6406
0,0,11,-13,-13,-6409
0,0,-4,-13,-13,-6412
0,0,11,-13,-13,-6416
0,0,8,-13,-13,-6419
0,0,5,-13,-13,-6422
0,0,6,-13,-13,-6426
0,0,6,-13,-13,-6429
0,0,12,-13,-13,-6432
0,0,-1,-13,-13,-6436
0,0,6,-13,-13,-6439
0,0,-7,-13,-13,-6442
0,0,18,-13,-13,-6446
0,0,0,-13,-13,-6449
0,0,9,-13,-13,-6452
0,0,8,-13,-13,-6456
0,0,-1,-13,-13,-6459
0,0,18,-13,-13,-6462
0,0,-5,-13,-13,-6466
0,0,14,-13,-13,-6469
0,0,5,-13,-13,-6472
0,0,4,-13,-13,-6476
0,0,8,-13,-13,-6479
0,0,5,-13,-13,-6482
0,0,9,-13,-13,-6486
0,0,2,-13,-13,-6489
0,0,8,-13,-13,-6492
0,0,0,-13,-13,-6496
0,0,6,-13,-13,-6499
0,0,-1,-13,-13,-6502
0,0,11,-13,-13,-6506
0,0,2,-13,-13,-6509
0,0,10,-13,-13,-6512
0,0,3,-13,-13,-6516
0,0,0,-13,-13,-6519
0,0,9,-13,-13,-6522
0,0,1,-13,-13,-6526
0,0,6,-13,-13,-6529
0,0,-2,-13,-13,-6532
0,0,16,-13,-13,-6536
0,0,4,-13,-13,-6539
0,0,0,-13,-13,-6542
0,0,-1,-13,-13,-6546
0,0,15,-13,-13,-6549
0,0,9,-13,-13,-6552
0,0,0,-13,-13,-6556
0,0,12,-13,-13,-6559
0,0,-5,-13,-13,-6562
0,0,13,-13,-13,-6566
0,0,9,-13,-13,-6569
0,0,9,-13,-13,-6572
0,0,7,-13,-13,-6576
0,0,4,-13,-13,-6579
0,0,8,-13,-13,-6582
0,0,-6,-13,-13,-6586
0,0,11,-13,-13,-6589
0,0,9,-13,-13,-6592
0,0,3,-13,-13,-6596
0,0,4,-13,-13,-6599
0,0,19,-13,-13,-6602
0,0,6,-13,-13,-6606
0,0,7,-13,-13,-6609
0,0,14,-13,-13,-6612
0,0,4,-13,-13,-6616
0,0,11,-13,-13,-6619
0,0,-4,-13,-13,-6622
0,0,11,-13,-13,-6626
0,0,7,-13,-13,-6629
0,0,7,-13,-13,-6632
0,0,6,-13,-13,-6636
0,0,6,-13,-13,-6639
0,0,9,-13,-13,-6642
0,0,-5,-13,-13,-6646
0,0,8,-13,-13,-6649
0,0,2,-13,-13,-6652
0,0,10,-13,-13,-6656
0,0,1,-13,-13,-6659
0,0,9,-13,-13,-6662
0,0,0,-13,-13,-6666
0,0,7,-13,-13,-6669
0,0,16,-13,-13,-6672
0,0,0,-13,-13,-6676
0,0,14,-13,-13,-6679
0,0,-3,-13,-13,-6682
0,0,13,-13,-13,-6686
0,0,-8,-13,-13,-6689
0,0,11,-13,-13,-6692
0,0,8,-13,-13,-6695
0,0,5,-13,-13,-6698
0,0,9,-13,-13,-6702
0,0,-10,-13,-13,-6705
0,0,14,-13,-13,-6708
0,0,0,-13,-13,-6712
0,0,-1,-13,-13,-6715
0,0,-3,-13,-13,-6718
0,0,11,-13,-13,-6722
0,0,10,-13,-13,-6725
0,0,-8,-13,-13,-6728
0,0,14,-13,-13,-6732
0,0,-6,-13,-13,-6735
0,0,18,-13,-13,-6738
0,0,-2,-13,-13,-6742
0,0,6,-13,-13,-6745
0,0,7,-13,-13,-6748
0,0,10,-13,-13,-6752
0,0,16,-13,-13,-6755
0,0,-10,-13,-13,-6758
0,0,12,-13,-13,-6762
0,0,4,-13,-13,-6765
0,0,2,-13,-13,-6768
0,0,3,-13,-13,-6772
0,0,4,-13,-13,-6775
0,0,8,-13,-13,-6778
0,0,8,-13,-13,-6782
0,0,2,-13,-13,-6785
0,0,2,-13,-13,-6788
0,0,9,-13,-13,-6792
0,0,-5,-13,-13,-6795
0,0,15,-13,-13,-6798
0,0,2,-13,-13,-6802
0,0,16,-13,-13,-6805
0,0,11,-13,-13,-6808
0,0,0,-13,-13,-6812
0,0,7,-13,-13,-6815
0,0,-2,-13,-13,-6818
0,0,11,-13,-13,-6822
0,0,-3,-13,-13,-6825
0,0,14,-13,-13,-6828
0,0,5,-13,-13,-6832
0,0,6,-13,-13,-6835
0,0,11,-13,-13,-6838
0,0,-2,-13,-13,-6842
0,0,4,-13,-13,-6845
0,0,2,-13,-13,-6848
0,0,11,-13,-13,-6852
0,0,-3,-13,-13,-6855
0,0,13,-13,-13,-6858
0,0,0,-13,-13,-6862
0,0,7,-13,-13,-6865
0,0,5,-13,-13,-6868
0,0,2,-13,-13,-6872
0,0,5,-13,-13,-6875
0,0,-1,-13,-13,-6879
0,0,8,-13,-13,-6882
0,0,3,-13,-13,-6885
0,0,5,-13,-13,-6888
0,0,-2,-13,-13,-6892
0,0,16,-13,-13,-6895
0,0,11,-13,-13,-6899
0,0,3,-13,-13,-6902
0,0,7,-13,-13,-6906
0,0,9,-13,-13,-6909
0,0,4,-13,-13,-6912
0,0,-7,-13,-13,-6915
0,0,18,-13,-13,-6919
0,0,-5,-13,-13,-6922
0,0,13,-13,-13,-6926
0,0,9,-13,-13,-6929
0,0,2,-13,-13,-6932
0,0,4,-13,-13,-6936
0,0,3,-13,-13,-6939
0,0,9,-13,-13,-6942
0,0,-10,-13,-13,-6946
0,0,22,-13,-13,-6949
0,0,5,-13,-13,-6952
0,0,-7,-13,-13,-6956
0,0,4,-13,-13,-6959
0,0,7,-13,-13,-6962
0,0,7,-13,-13,-6966
0,0,0,-13,-13,-6969
0,0,14,-13,-13,-6972
0,0,1,-13,-13,-6976
0,0,10,-13,-13,-6979
0,0,-3,-13,-13,-6982
0,0,8,-13,-13,-6985
0,0,9,-13,-13,-6989
0,0,9,-13,-13,-6992
0,0,11,-13,-13,-6996
0,0,-6,-13,-13,-6999
0,0,10,-13,-13,-7002
0,0,-1,-13,-13,-7006
0,0,6,-13,-13,-7009
0,0,5,-13,-13,-7012
0,0,15,-13,-13,-7015
0,0,8,-13,-13,-7019
0,0,0,-13,-13,-7022
0,0,2,-13,-13,-7026
0,0,2,-13,-13,-7028
0,0,8,-13,-13,-7032
0,0,3,-13,-13,-7035
0,0,8,-13,-13,-7038
0,0,0,-13,-13,-7042
0,0,9,-13,-13,-7045
0,0,4,-13,-13,-7048
0,0,5,-13,-13,-7052
0,0,4,-13,-13,-7055
0,0,10,-13,-13,-7058
0,0,5,-13,-13,-7062
0,0,6,-13,-13,-7065
0,0,6,-13,-13,-7068
0,0,-9,-13,-13,-7072
0,0,20,-13,-13,-7075
0,0,-1,-13,-13,-7078
0,0,4,-13,-13,-7082
0,0,7,-13,-13,-7085
0,0,-6,-13,-13,-7088
0,0,8,-13,-13,-7092
0,0,-1,-13,-13,-7095
0,0,14,-13,-13,-7098
0,0,-5,-13,-13,-7102
0,0,10,-13,-13,-7105
0,0,0,-13,-13,-7108
0,0,12,-13,-13,-7112
0,0,10,-13,-13,-7115
0,0,2,-13,-13,-7118
0,0,10,-13,-13,-7122
0,0,-1,-13,-13,-7125
0,0,13,-13,-13,-7128
0,0,-13,-13,-13,-7131
0,0,14,-13,-13,-7135
0,0,14,-13,-13,-7138
0,0,0,-13,-13,-7142
0,0,6,-13,-13,-7145
0,0,0,-13,-13,-7148
0,0,15,-13,-13,-7152
0,0,-4,-13,-13,-7155
0,0,22,-13,-13,-7158
0,0,6,-13,-13,-7162
0,0,9,-13,-13,-7165
0,0,11,-13,-13,-7168
0,0,-7,-13,-13,-7172
0,0,16,-13,-13,-7175
